タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
君と家族みたいなそれ以上 (gateauコミックス),1,2026-07-15,43349,20834,+22515,51.9
30代になった私は今日もなんとかやっている。 (はちみつコミックエッセイ),,2026-07-15,23255,21627,+1628,7
溺れるほど愛されて、幸せになってみせますわ！アンソロジーコミック 26巻 (COMIC ROOM),26,2026-07-15,35849,22745,+13104,36.6
グッドナイト、アイラブユー　3 (ボニータ・コミックス),3,2026-07-15,31865,23756,+8109,25.4
私はいったい何役令嬢なんでしょう！？～大変恐れ入りますが、営業スキルで異世界攻略いたします～【電子単行本】　5 (プリンセス・コミックス　プチプリ),5,2026-07-15,34509,24600,+9909,28.7
【分冊版】服飾師ルチアはあきらめない ～今日から始める幸服計画～ 第41話 (FWコミックスオルタ),,2026-07-15,33671,24629,+9042,26.9
追放された不遇職『色使い』が世界を塗り替えるまで ~美少女だらけのSランクパーティーで最強スキルの本当の使い方を知り無双する~ (3) (メテオCOMICS),3,2026-07-15,43274,25411,+17863,41.3
スパダリ未満、彼氏以上。 (BaLmyコミックス),1,2026-07-15,96081,26935,+69146,72
おとなの初恋【マイクロ】（４６） (フラワーコミックス),46,2026-07-15,42933,27387,+15546,36.2
ダンジョンマスター班目～普通にやっても無理そうだからカジノ作ることにした～@COMIC 第2巻 (コロナ・コミックス),2,2026-07-15,53495,27423,+26072,48.7
死に戻りの薔薇姫は敵国の公爵に溺愛される (1) (ポラリスCOMICS),1,2026-07-15,40599,30645,+9954,24.5
散り損ないのヒラエス(3) (ヒーローズコミックス ふらっと),3,2026-07-15,41819,31005,+10814,25.9
優しくイジめて溶かして混ぜて【12P小冊子】 (gateauコミックス),,2026-07-15,70143,31840,+38303,54.6
小悪魔JKサイコ第26話 (サイコワコミック),,2026-07-15,37718,32186,+5532,14.7
引退したおっさん冒険者、再雇用で最強ギルドマスターになってしまう (2) (フレックスコミックス),2,2026-07-15,30687,35944,-5257,-17.1
彼の世の獣が見る夢は　3 (プリンセス・コミックス),3,2026-07-15,47779,36416,+11363,23.8
絵画修復師 天野洋子 (1) (ハルタコミックス),1,2026-07-15,35235,36910,-1675,-4.8
傲慢の時代（コミック）３ (GAコミック),,2026-07-15,64543,37217,+27326,42.3
国王たちの結婚 上 (Spicy Whip Comics),1,2026-07-15,50520,37640,+12880,25.5
いただきママ～他人の××は蜜の味～(5) (コミックなにとぞ),5,2026-07-15,57396,40144,+17252,30.1
ジェヴォーダンという獣～牢獄で女をむさぼる元人間の最凶モンスターは、復讐のプリズンブレイクをくわだてる～(単話版)第11話 (メテオCOMICS),,2026-07-15,34579,40645,-6066,-17.5
青⇔オレンジ［ばら売り］第27話 (花丸漫画),,2026-07-15,47937,40847,+7090,14.8
学校で有名な三大美少女の憧れは、人気モデルの“女装”した俺らしい@COMIC 第1巻【電子書籍限定描き下ろしイラスト特典付き】 (コロナ・コミックス),1,2026-07-15,63009,41895,+21114,33.5
国王たちの結婚 下 (Spicy Whip Comics),3,2026-07-15,50521,42364,+8157,16.1
陰キャな僕が双子に愛される理由［ばら売り］　第26話 (花丸漫画),,2026-07-15,122586,43339,+79247,64.6
絶倫書道家のケダモノSEX　～雇い主が朝まで離してくれません 3 (ラブパルフェコミックス),3,2026-07-15,54048,43892,+10156,18.8
君を食べたい　25 (MIU 恋愛MAX COMICS),25,2026-07-15,151818,45236,+106582,70.2
Odds and Ends　オッズ・アンド・エンズ［ばら売り］　junk16 (花丸漫画),,2026-07-15,90325,46322,+44003,48.7
御社の不倫の件～絶対に別れさせます～(37) (コミックなにとぞ),37,2026-07-15,62194,46683,+15511,24.9
友情バイブレーション［ばら売り］　～大学生編～　第10話 (花丸漫画),,2026-07-15,73528,52058,+21470,29.2
美大生・月浪縁の怪談　2 (ボニータ・コミックス),2,2026-07-15,75855,52921,+22934,30.2
テムパル ～アイテムの力～（コミック）１ (GAコミック),,2026-07-15,78087,53084,+25003,32
みんな私のこと「かわいい」って言ってくれるけど本命にはしてくれないね？(31) (コミックなにとぞ),31,2026-07-15,165542,54579,+110963,67
虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室【単話版】１６ (PASH! コミックス),,2026-07-15,76562,64938,+11624,15.2
ご褒美は恋と調教の始まりです 1 (1) (プリンセスコミックス),1,2026-07-15,145399,66069,+79330,54.6
ラスボス国王陛下はご寵愛がすぎる～推し悲恋キャラに転生したので平穏エンドを目指します～（６） (異世界フラワーコミックス),6,2026-07-15,81900,91958,-10058,-12.3
【単話版】捨てられ公爵夫人は、平穏な生活をお望みのようです@COMIC 第14話 (コロナ・コミックス),,2026-07-15,89866,94948,-5082,-5.7
悪役令嬢なのに溺愛えっちルートなんて聞いてないっ　29 (MIU 恋愛MAX COMICS),29,2026-07-15,235320,98491,+136829,58.1
