タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
【単話】復讐の同窓会　第44話 (GG-COMICS),,2026-09-10,57681,23971,+33710,58.4
放課後、五年ぶりのキスをして 下 (kanonmia comics),3,2026-09-10,56957,24199,+32758,57.5
放課後、五年ぶりのキスをして 上 (kanonmia comics),1,2026-09-10,58374,24394,+33980,58.2
ファントムルース～魔女が夢見た最後の楽園～(話売り)　#8 (プリンセス・コミックス),8,2026-09-10,29819,24667,+5152,17.3
何がために騎士は立つ （２） (角川コミックス・エース),2,2026-09-10,22355,27706,-5351,-23.9
猫と手 2巻 (ブレイドコミックス ピクシブシリーズ),2,2026-09-10,56592,30354,+26238,46.4
スカッと！芹沢くん(33) (コミックなにとぞ),33,2026-09-10,60517,30748,+29769,49.2
煽ってきたのは君のほうでしょ？　２ (donna COMICS(ドンナ・コミックス)),2,2026-09-10,39541,30913,+8628,21.8
秘めやかな恋の訪れ (ハーレクインコミックス・キララ),,2026-09-10,45989,33962,+12027,26.2
海運王とかりそめの新妻 (ハーレクインコミックス・キララ),,2026-09-10,36447,34479,+1968,5.4
娯楽革命～歌と踊りが禁止の異世界で、彼女は舞台の上に立つ～@COMIC 第2巻 (コロナ・コミックス),2,2026-09-10,90561,34991,+55570,61.4
煌燿国後宮譚 黒衣の守護【単話】（２８） (フラワーコミックスα),28,2026-09-10,34550,35501,-951,-2.8
やさぐれ執事Vtuberとネガティブポンコツ令嬢Vtuberの虚実混在な配信生活@COMIC 第1巻 (コロナ・コミックス),1,2026-09-10,205338,36881,+168457,82
退魔師転生 ～過酷なエロゲ世界でキツネ顔の関西弁な性悪男はどないすりゃええですか？～ 第3話【単話版】 退魔師転生 ～過酷なエロゲ世界でキツネ顔の関西弁な性悪男はどないすりゃええですか？～【単話版】 (コミックライド),,2026-09-10,217879,39680,+178199,81.8
花嫁は茨の森でまどろむ (ハーレクインコミックス・キララ),,2026-09-10,56252,40830,+15422,27.4
億万長者と穢れなき花嫁 (ハーレクインコミックス・キララ),,2026-09-10,53009,45138,+7871,14.8
魔王様、溺愛しすぎです！@COMIC 第2巻 (コロナ・コミックス),2,2026-09-10,110824,54821,+56003,50.5
魔導具師ダリヤはうつむかない ～Dahliya Wilts No More～【分冊版】 75巻 (ブレイドコミックス),75,2026-09-10,71713,54850,+16863,23.5
別養黒蓮花皇帝当替身～ＢＥ回避のための腹黒皇帝育成計画～　分冊版（１） (ハニーミルクコミックス),1,2026-09-10,64074,69856,-5782,-9
ハイスクール・オーラバスター・エンゲイジ（６） (フラワーコミックス),6,2026-09-10,70932,78922,-7990,-11.3
地域の相楽さん（７） (フラワーコミックスα),7,2026-09-10,108014,116122,-8108,-7.5
