タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
呪いのせいで勇者パーティーを追放されたおっさん戦士、領主になってマイペースに辺境開拓を進めていたはずが強すぎて爆速で領地が発展していきます(1) (ガンガンコミックスUP!),1,2026-07-07,14523,8927,+5596,38.5
オリヴィア嬢は愛されると死ぬ ～旦那様、ちょっとこっち見すぎですわ～（コミック） 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07,20020,9424,+10596,52.9
小鳥ライダーは都会で暮らしたい モフモフな相棒と、のんびり異世界冒険記 (2) (バンブーコミックス 異世界BC),2,2026-07-07,13069,11520,+1549,11.9
新コボちゃん　６１ (まんがタイムコミックス),61,2026-07-07,11232,12396,-1164,-10.4
プロ彼女の条件 芸能人と結婚したい女たち 15巻 (ゼノンコミックス),15,2026-07-07,29539,13037,+16502,55.9
伝説の盗賊王、Fランク冒険者を始めて無双する 裏社会最強の存在は表の世界でも最強でした (1) (バンブーコミックス 異世界BC),1,2026-07-07,26625,13629,+12996,48.8
採用の仮面 心が読める下剋上内定 4巻 (デジタル版ガンガンコミックスＵＰ！),4,2026-07-07,13902,15269,-1367,-9.8
レプリカ 元妻の復讐 19巻 (ゼノンコミックス),19,2026-07-07,20193,16252,+3941,19.5
褒めて、撫でて、いい子って【電子限定特典付き】 (ジェラートコミックス),,2026-07-07,28182,17693,+10489,37.2
発育っちゃうぞ (TENMA COMICS LO),,2026-07-07,31233,18519,+12714,40.7
高潔すぎる騎士団長ですが新妻への独占欲を我慢できない (オパールCOMICS),,2026-07-07,26524,19032,+7492,28.2
跳べないウサギと神の島　３巻 (まんがタイムコミックス),3,2026-07-07,25250,20200,+5050,20
引きこもり天才魔法書技師、魔法書経営始めます~規格外の魔法書、実は魔法を超えて最強です~(2) (ガンガンコミックスUP!),2,2026-07-07,32196,21716,+10480,32.6
放課後つーしんぼ！！ (TENMA COMICS LO),,2026-07-07,39422,22022,+17400,44.1
無口で気の強いボーイッシュなお姉ちゃんで僕は童貞を卒業しました (MISAKI COMICS),,2026-07-07,32038,23618,+8420,26.3
わたしの従者は拗らせている(1) (ガンガンコミックスUP!),1,2026-07-07,44147,25347,+18800,42.6
姫さまと英雄とプロレス 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07,74368,25582,+48786,65.6
新米魔女の異世界お気楽旅 ~異世界に落ちた元アラフォー社畜は魔女の弟子を名乗り第二の人生を謳歌する~ 1 (カドコミ),1,2026-07-07,30297,27677,+2620,8.6
楽園守護者の最強転生　出来損ないの神話のゴーレム、現世では絶対防御の最強従者になる 2巻 (デジタル版ガンガンコミックスＵＰ！),2,2026-07-07,72136,28071,+44065,61.1
最強最悪の裏ボス、転生者と共に破滅フラグ回避を目指す (3) (バンブーコミックス 異世界BC),3,2026-07-07,27466,31196,-3730,-13.6
だからお願い好きだと言って (バンブーコミックス 麗人uno!),,2026-07-07,33955,33725,+230,0.7
僕だけが知ってるんだぜ　分冊版（１９） (アフタヌーンコミックス),19,2026-07-07,53885,33754,+20131,37.4
異世界から帰還したら地球もかなりファンタジーでした。あと、負けヒロインどもこっち見んな。 連載版：12 (ブシロードコミックス),,2026-07-07,148749,53959,+94790,63.7
独りじゃない一人暮らし　３ (まんがタイムコミックス),3,2026-07-07,76887,60051,+16836,21.9
