タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
麻雀放浪記　激闘篇 ： 12 (アクションコミックス),12,2026-07-09,5430,4656,+774,14.3
ハンドレッドノート-アグリーダック-(2) (KCデラックス),2,2026-07-09,5599,5711,-112,-2
釣り竿ひとつで異世界放浪　1巻 (バンチコミックス),1,2026-07-09,16839,5817,+11022,65.5
俺の担当は怪物 1 (ドラゴンコミックスエイジ),1,2026-07-09,13319,5966,+7353,55.2
うちの清楚系委員長がかつて中二病アイドルだったことを俺だけが知っている。（３） (シリウスコミックス),3,2026-07-09,14567,6938,+7629,52.4
ゴミ以下だと追放された使用人、実は前世賢者です　～史上最強の賢者、世界最高峰の学園に通う～（５） (シリウスコミックス),5,2026-07-09,11143,6977,+4166,37.4
この極道調教中につき（１１） (フラワーコミックスα),11,2026-07-09,10863,7658,+3205,29.5
三国志凶漢伝　暴喰の董卓　2巻 (バンチコミックス),2,2026-07-09,9764,7753,+2011,20.6
転生したらウイニングイレブンだった件 (シリウスKC),,2026-07-09,10168,10002,+166,1.6
鳴るさんだぁ（３） (マガジンポケットコミックス),3,2026-07-09,14990,11428,+3562,23.8
貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路【第１０話】 貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路【単話】 (ピュールコミックスピュア),,2026-07-09,20070,11508,+8562,42.7
「ククク……。奴は四天王の中でも最弱」と解雇された俺、なぜか勇者と聖女の師匠になる(12) (シリウスKC),12,2026-07-09,13188,11774,+1414,10.7
嫁入りのススメ　8　大正御曹司の強引な求婚 (donna COMICS(ドンナ・コミックス)),,2026-07-09,12976,12438,+538,4.1
白竜HADOU (49) (ニチブンコミックス),49,2026-07-09,22198,13449,+8749,39.4
ペンの夢に紅をさす（２） (マガジンポケットコミックス),2,2026-07-09,15368,13643,+1725,11.2
鳴るさんだぁ（４） (マガジンポケットコミックス),4,2026-07-09,16286,13884,+2402,14.7
ポンコツ勇者パーティー、竜をひろう　２ (ドラゴンコミックスエイジ),2,2026-07-09,16423,16363,+60,0.4
ダンジョン攻略のためなら、ラブコメしなくちゃダメですか？ VOL.2 (ドラゴンコミックスエイジ),2,2026-07-09,27462,16408,+11054,40.3
せいぶつ部の田辺くん（３） (マガジンポケットコミックス),3,2026-07-09,18987,17329,+1658,8.7
冷酷参謀の夫婦円満計画※なお、遂行まで十年【第１６話】 冷酷参謀の夫婦円満計画※なお、遂行まで十年【単話】 (ピュールコミックスピュア),,2026-07-09,33487,17344,+16143,48.2
100億婚 (2) (フラワーコミックスα),2,2026-07-09,20777,18750,+2027,9.8
ロブレイブ（２） (マガジンポケットコミックス),2,2026-07-09,36007,19157,+16850,46.8
大盛り！成り上がり飯　2巻（完） (バンチコミックス),2,2026-07-09,32405,19851,+12554,38.7
そして刹那は繰り返す(1) (KCデラックス),1,2026-07-09,46872,21785,+25087,53.5
事故物件で猫を飼う　1 (バンチコミックス),1,2026-07-09,59761,22401,+37360,62.5
後宮の男装妃 〜謎解き娘は皇帝のお気に入り〜(2) (アクションコミックス),2,2026-07-09,41499,26246,+15253,36.8
黒魔女さんが通る!!(1) (シリウスKC),1,2026-07-09,26543,26673,-130,-0.5
出来損ないのラブソング Riff (KiR comics),,2026-07-09,30449,27001,+3448,11.3
素直じゃないのはハートのせい (3) (フラワーコミックスα),3,2026-07-09,30309,27016,+3293,10.9
ぷち本当にあった愉快な話 最恐!! 心霊被験SP (バンブーコミックス),,2026-07-09,37393,27742,+9651,25.8
送り屋ヴァナルガンド 4巻 (ブレイドコミックス),4,2026-07-09,81404,32478,+48926,60.1
送り屋ヴァナルガンド 3巻 (ブレイドコミックス),3,2026-07-09,63342,32978,+30364,47.9
ブラガール　上巻 (バンチコミックス),1,2026-07-09,48703,32983,+15720,32.3
皇弟殿下の薬湯妃~初恋の人との駆け落ち先は後宮でした~ (2) (フラワーコミックスα),2,2026-07-09,29923,33352,-3429,-11.5
かわたれ、かたわれ　1 (バンチコミックスコラル),1,2026-07-09,90162,38392,+51770,57.4
花嫁は白い秘密を宿す (ハーレクインコミックス・キララ),,2026-07-09,43244,38505,+4739,11
魔女屋敷のメイドさん（4） (コンパスコミックス),4,2026-07-09,39058,43403,-4345,-11.1
贄屍忌鯉 ニシキゴイ ： 3 (アクションコミックス),3,2026-07-09,64953,45287,+19666,30.3
島さん 分冊版 ： 63 (アクションコミックス),63,2026-07-09,52768,47171,+5597,10.6
白雪姫の一途な恋 (ハーレクインコミックス・キララ),,2026-07-09,66746,55740,+11006,16.5
魔導具師ダリヤはうつむかない ～Dahliya Wilts No More～【分冊版】 74巻 (ブレイドコミックス),74,2026-07-09,69386,57172,+12214,17.6
ドレスを捨てた花嫁 (ハーレクインコミックス・キララ),,2026-07-09,71230,58063,+13167,18.5
戦士に愛を ： 61 (アクションコミックス),61,2026-07-09,55469,58468,-2999,-5.4
魔性のαとナマイキΩ-Be mine ! sideR- 18 Bemine!シリーズ (エクレアコミックプチ),,2026-07-09,72718,76455,-3737,-5.1
ファーストコール ～童貞外科医、年下ヤクザの嫁にされそうです！～ 30 (エクレアコミックプチ),30,2026-07-09,78708,77500,+1208,1.5
SNS狂の女～自己顕示欲のバケモノ～(44) (コミックなにとぞ),44,2026-07-09,220167,221175,-1008,-0.5
