タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
社畜おじさん触手を買う ： 2 【40p小冊子】 社畜おじさん触手を買う【特典描き下ろし小冊子のみ】 (コミックマージナル),3,2026-08-10,65181,19032,+46149,70.8
ファザーシッター ～問題パパのしつけ承ります～(18) (コミックなにとぞ),18,2026-08-10,69235,19223,+50012,72.2
社畜おじさん触手を買う(2)【描き下ろし40p小冊子ボイス付き特装版】 (マージナルコミックス),2,2026-08-10,32719,20003,+12716,38.9
哀れ愛して大島さん (1) (ビッグコミックス),1,2026-08-10,37254,21275,+15979,42.9
一勝千金【単話】（７４） (裏少年サンデーコミックス),74,2026-08-10,121406,22243,+99163,81.7
花嫁は偽の誓いに涙する (ハーレクインコミックス・キララ),,2026-08-10,34169,23749,+10420,30.5
さざめとりお (KITORA),,2026-08-10,30659,26365,+4294,14
虐幸のくるちゃん(2) (モーニングKC),2,2026-08-10,30798,26948,+3850,12.5
億万長者の願い事 (ハーレクインコミックス・キララ),,2026-08-10,39432,28502,+10930,27.7
二度目の恋は、甘くてアブナイ(21) (シェノンコミックス),21,2026-08-10,54013,32157,+21856,40.5
アンダーカバー・ラバー (Caneléコミックス) (ムーグコミックス),,2026-08-10,36295,34666,+1629,4.5
愛したがりエリートくんには秘密がある。(19) (シェノンコミックス),19,2026-08-10,63843,39656,+24187,37.9
十八歳の白き結婚 (ハーレクインコミックス・キララ),,2026-08-10,61797,40950,+20847,33.7
恋はすぐそばに (ハーレクインコミックス・キララ),,2026-08-10,65075,47349,+17726,27.2
同居人は秘密のSカレ（１３） (フラワーコミックスα),13,2026-08-10,74557,50356,+24201,32.5
お帰りください、南條さん！（４） (コミックＤＡＹＳコミックス),4,2026-08-10,175906,53548,+122358,69.6
谷中宵待風味　分冊版（２） (ハニーミルクコミックス),2,2026-08-10,121585,61947,+59638,49.1
ニセ真面目女子はすみ～サイコパスは愛を知りたい～(27) (コミックなにとぞ),27,2026-08-10,187605,186605,+1000,0.5
