タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
かがみの特殊少年更生施設 The Escape Begins　2 (MFコミックス　ジーンシリーズ),2,2026-07-27,20565,14867,+5698,27.7
波よりも穏やかで、星よりも青く 1 (電撃コミックスNEXT),1,2026-07-27,38082,15359,+22723,59.7
アルカディア サービス開始から三年、今更始める仮想世界攻略　2 (少年チャンピオン・コミックス),2,2026-07-27,18237,16520,+1717,9.4
ゴブリンにエロいことされちゃうアンソロジーコミック: 26 (REXコミックス),26,2026-07-27,18011,18011,0,0
猿ロック REBOOT 10 (10巻) (YKコミックス),10,2026-07-27,21188,18639,+2549,12
美貌の宰相様がまったく乗り気でなかったので、好き勝手したら、なぜか求婚されてしまった 溺愛とお菓子でお腹いっぱい 1 (1) (プリンセスコミックス),1,2026-07-27,45723,22106,+23617,51.7
オシャレ好き王妃は偽装結婚で王様に溺愛される 1巻 (デジタル版Gファンタジーコミックス),1,2026-07-27,32864,22737,+10127,30.8
木っ端舞い散る その頃に 3 (3) (ヤングチャンピオンコミックス),3,2026-07-27,25092,24739,+353,1.4
壁役など不要と追放されたS級冒険者、≪奴隷解放≫スキルを駆使して史上最強の国造り　【連載版】: 24 (REXコミックス),24,2026-07-27,59253,32426,+26827,45.3
彗星、ロック・ユー 1 (電撃コミックスNEXT),1,2026-07-27,54858,41578,+13280,24.2
現実主義者の祓い屋稼業　2 (ヤングチャンピオン・コミックス),2,2026-07-27,152166,41744,+110422,72.6
修羅場姫　2 (ヤングチャンピオン・コミックス),2,2026-07-27,91991,52696,+39295,42.7
ピットスポルム 22枝 (picn comics),,2026-07-27,89445,92309,-2864,-3.2
ハーレム相続【単話】（２９） (ビッグコミックス),29,2026-07-27,107317,109754,-2437,-2.3
愛にはどうぞ、花を添えて【単話】１０ (natsumeコミック),,2026-07-27,162497,167361,-4864,-3
