タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
病弱少女、転生して健康な肉体（最強）を手に入れる 2　～友達が欲しくて魔境から旅立ったのですが、どうやら私の魔法は少しおかしいようです！？～ (ガルドコミックス),2,2026-08-20,5492,2835,+2657,48.4
ぬこづけ! 24 (花とゆめコミックススペシャル),24,2026-08-20,6054,2860,+3194,52.8
君が監督！（４） (コミックＤＡＹＳコミックス),4,2026-08-20,9980,2861,+7119,71.3
公道ウルフ 21 (21) (ヤングチャンピオンコミックス),21,2026-08-20,4910,2962,+1948,39.7
くじらの料理人 3巻【特典イラスト付き】 (ゼノンコミックス),3,2026-08-20,4640,3069,+1571,33.9
一途に溺愛されて、幸せを掴み取ってみせますわ！異世界アンソロジーコミック１３ (comic スピラ),,2026-08-20,18218,3105,+15113,83
悪役令嬢からの華麗なる転身!? 愛されヒロインアンソロジーコミック（4） 悪役令嬢からの華麗なる転身！？　愛されヒロインアンソロジーコミック (リュエルコミックス),4,2026-08-20,9463,3310,+6153,65
人の余命で青春するな【電子限定おまけ付き】 6 (花とゆめコミックス),6,2026-08-20,7491,3323,+4168,55.6
青騎士 第33号 (青騎士コミックス),,2026-08-20,20642,3452,+17190,83.3
追放された【助言士】のギルド経営　不遇素質持ちに助言したら、化物だらけの最強ギルドになってました５ (アルファポリスCOMICS),,2026-08-20,14413,3454,+10959,76
脇役剣聖のそこそこ平穏な日常。たまに冒険、そして英雄譚。 1 (ガルドコミックス),1,2026-08-20,8171,3642,+4529,55.4
余命わずかだから黒幕一家の嫁になったんだけど 9 (piccomics),9,2026-08-20,10317,3888,+6429,62.3
屍介護　３ (青騎士コミックス),3,2026-08-20,8397,3959,+4438,52.9
冬嵐記　福島勝千代一代記　2 (チャンピオンREDコミックス),2,2026-08-20,8874,4337,+4537,51.1
クロスオーバーレブ! 18 (18) (ヤングチャンピオンコミックス),18,2026-08-20,8336,4585,+3751,45
ぜんぶ ぜんぶきみの性 1 (青騎士コミックス),1,2026-08-20,6948,4635,+2313,33.3
イノセントレッド 転生した破壊神は普通の高校生活を送りたい (1) (バンブーコミックス 異世界BC),1,2026-08-20,11224,4985,+6239,55.6
僕はあの夜あの子と（３） (コミックＤＡＹＳコミックス),3,2026-08-20,10280,5231,+5049,49.1
仮面ライダーＢｌａｃｋ　×　仮面ライダーＺＯ,,2026-08-20,8570,6072,+2498,29.1
お嬢様の禁断寄り道ごはん （2） (ぶんか社グルメコミックス),2,2026-08-20,20692,6228,+14464,69.9
伯爵家の嫌われ公女が結婚したら 6 (piccomics),6,2026-08-20,12727,6771,+5956,46.8
ゴジラ ギャラクシーオデッセイ 特装版 3 (3) (ヤングチャンピオンコミックス),3,2026-08-20,11080,6831,+4249,38.3
名もなき魔物と二人の騎士～そして婚約者は困惑する～【マイクロ】（１０） (異世界フラワーコミックス),10,2026-08-20,18706,6862,+11844,63.3
皇帝の子供を隠す方法（5） (カラフルハピネス),5,2026-08-20,16499,7746,+8753,53.1
リュウツヘグイ(1) (ヤンマガKCスペシャル),1,2026-08-20,36157,7794,+28363,78.4
まかない刑事の聴取メシ(1) (ヤンマガKCスペシャル),1,2026-08-20,19291,8039,+11252,58.3
この溺愛は想定外!?異世界転生・転移BLアンソロジーコミック (バンブーコミックス),,2026-08-20,15042,8296,+6746,44.8
お嬢様の禁断寄り道ごはん （3） (ぶんか社グルメコミックス),3,2026-08-20,23684,8683,+15001,63.3
滅亡天使ほろぶちゃん 1 (青騎士コミックス),1,2026-08-20,27673,8899,+18774,67.8
魔力ゼロの出来損ない貴族、四大精霊王に溺愛される２ (アルファポリスCOMICS),,2026-08-20,41615,9332,+32283,77.6
ラスボスの私が主人公の妻になりました（5） (カラフルハピネス),5,2026-08-20,16807,10000,+6807,40.5
君を映して離さない 3 (花とゆめコミックススペシャル),3,2026-08-20,18919,10125,+8794,46.5
迷宮都市の錬金薬師　覚醒スキル【製薬】で今度こそ幸せに暮らします！３ (アルファポリスCOMICS),,2026-08-20,20382,10585,+9797,48.1
あなたの後悔なんて知りません 7 (piccomics),7,2026-08-20,34771,10747,+24024,69.1
再会は甘恋のはじまり（３） (姉フレンドコミックス),3,2026-08-20,37740,11000,+26740,70.9
英国浪漫戯画フォレストアイビー 第3巻 (青騎士コミックス),3,2026-08-20,23367,11252,+12115,51.8
ドS社長はドM秘書をいじめたい～オフィスでぬれとろ玩具レビュー～ 3 (ラブコフレコミックス),3,2026-08-20,21732,11408,+10324,47.5
ハイブルク家三男は小悪魔ショタです 第15話【単話版】 ハイブルク家三男は小悪魔ショタです 【単話版】 (コミックライド),,2026-08-20,9882,12179,-2297,-23.2
夢見の公爵令嬢は婚約破棄をご所望です（２） (リュエルコミックス),2,2026-08-20,29734,12315,+17419,58.6
メジェドさまとアヌビスくん,,2026-08-20,12121,12783,-662,-5.5
地獄犬は司祭に喰らい付く (2) (クロフネCOMICS くろふねピクシブシリーズ),2,2026-08-20,31766,13417,+18349,57.8
ノライヌ ~濱の狂犬~ 4 (4) (ヤングチャンピオンコミックス),4,2026-08-20,29528,13829,+15699,53.2
Get Ready?【おまけ描き下ろし付き】 17 (花とゆめコミックススペシャル),17,2026-08-20,29626,14892,+14734,49.7
クラッシュベリー・カルテット (&.Emo comics),,2026-08-20,24523,15793,+8730,35.6
月の白さを知りてまどろむ3 (DREコミックス),,2026-08-20,29545,15811,+13734,46.5
ウサギとカメのゆる山歩(1) (ヤンマガKCスペシャル),1,2026-08-20,25543,16102,+9441,37
異世界転生したら運命の人と出会ったので、これから愛され人生始まります BLアンソロジー (クロフネCOMICS くろふねピクシブシリーズ),,2026-08-20,30993,17474,+13519,43.6
春は雲の上 1 (花とゆめコミックス),1,2026-08-20,46906,17542,+29364,62.6
懐妊初夜～一途な社長は求愛の手を緩めない～【マイクロ】（２９） (フラワーコミックス),29,2026-08-20,28097,18192,+9905,35.3
フレンドガールフレンド 1 (花とゆめコミックススペシャル),1,2026-08-20,33662,18222,+15440,45.9
藤崎くんは興味津々 (Tulle　Comics),,2026-08-20,79196,19571,+59625,75.3
負け犬とライオン(2) (ヤングマガジンKC),2,2026-08-20,34164,19756,+14408,42.2
冷遇された第七皇子はいずれぎゃふんと言わせたい！２ (アルファポリスCOMICS),,2026-08-20,47360,20734,+26626,56.2
殺されたくなくて悪役な婚約者を愛でていたら、なぜか溺愛されました【第10話】 (エンジェライトコミックス),,2026-08-20,61249,22393,+38856,63.4
please save me 神父サマ！ (&.Emo comics),,2026-08-20,63588,22578,+41010,64.5
恥じらうほどに従って 【電子限定特装版】 (チルシェコミックス),,2026-08-20,39842,23671,+16171,40.6
エリート 4 (4) (チャンピオンREDコミックス),4,2026-08-20,32265,23912,+8353,25.9
悪党大公様の可愛い妹 6 (piccomics),6,2026-08-20,45712,24810,+20902,45.7
しがみついても無駄です 7 (piccomics),7,2026-08-20,75661,26019,+49642,65.6
天使さんは抗えない～ドSな同期の甘い命令～ 2 (花とゆめコミックススペシャル),2,2026-08-20,80598,26590,+54008,67
［定本］漂流教室　2,2,2026-08-20,27606,26785,+821,3
恥じらうほどに従って (チルシェコミックス),,2026-08-20,86826,26827,+59999,69.1
虎王の花嫁さん【マイクロ】（４２） (フラワーコミックス),42,2026-08-20,41655,26916,+14739,35.4
亜子さんは今日も自己肯定感高め(5) (コミックなにとぞ),5,2026-08-20,34075,27162,+6913,20.3
100本に変わるまで (B.Pilz COMICS),,2026-08-20,54818,27845,+26973,49.2
運命の人、絶対に炬燵の布団みたいなアウター着てない (1) (ビッグコミックス),1,2026-08-20,40245,29397,+10848,27
月が綺麗ですね【おまけ描き下ろし付き】 9 (花とゆめコミックススペシャル),9,2026-08-20,52495,29586,+22909,43.6
好きなヤツが友達になりたいとか言うんですけど。 (Ｓｐｌｕｓｈコミックス),,2026-08-20,144921,33627,+111294,76.8
黒幕を捨てるのに失敗しました 4 (piccomics),4,2026-08-20,52240,33943,+18297,35
機械仕掛けの殲滅少女 1巻 (ゼノンコミックス),1,2026-08-20,61847,34008,+27839,45
勘違いだよね？瀬尾くん。 (BeLuckCOMICS),,2026-08-20,45822,36852,+8970,19.6
結婚前夜に義妹に婚約者を奪われたので、責任取ってもらいます。【第7話】 (エンジェライトコミックス),,2026-08-20,72547,38962,+33585,46.3
副音声はうるさい十分に（分冊版）【番外編】1 (fujossyコミックプチ),,2026-08-20,42110,39521,+2589,6.1
FLOWER×FLOWER 2 (花とゆめコミックス),2,2026-08-20,40933,40048,+885,2.2
最弱職が前世の知識で世界最強（５） (ジャルダンコミックス),5,2026-08-20,51988,48254,+3734,7.2
堕ちて、溺れて、呑み込んで ヤンデレ幼なじみの淫らな狂愛 page.13《カノンミア》 (カノンミアコミックス),,2026-08-20,80643,49352,+31291,38.8
そんなことより猫が飼いたい～乙女ゲームの世界に転生しました～ 11 (インカローズコミックス),11,2026-08-20,244189,49710,+194479,79.6
ある日突然、夫が愛人を連れてくるものですから… 13 (インカローズコミックス),13,2026-08-20,92391,52362,+40029,43.3
推し活命な夫を捨てたい(9) (コミックなにとぞ),9,2026-08-20,69410,57347,+12063,17.4
裏アカ破滅記念日 55～彼女公認レンタル彼氏～【マイクロ】（５５） 裏アカ破滅記念日【マイクロ】 (フラワーコミックス),55,2026-08-20,85259,62196,+23063,27.1
新・蒼太の包丁（分冊版） 【第51話】 (ぶんか社グルメコミックス),,2026-08-20,224768,225609,-841,-0.4
