タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
ならば、悪女になりましょう～亡き者にした令嬢からやり返される気分はいかがですか？～2巻 (Berry's COMICS),2,2026-07-24,2878,635,+2243,77.9
辺境騎士団のお料理係！～捨てられ幼女ですが、過保護な家族に拾われて美味しいごはんを作ります～2巻 (Berry's COMICS),2,2026-07-24,1403,685,+718,51.2
余命宣告を受けたので私を顧みない家族と婚約者に執着するのをやめることにしました２ (レジーナCOMICS),,2026-07-24,2721,1507,+1214,44.6
ビッグコミック 2026年15号（2026年7月24日発売） [雑誌],,2026-07-24,14524,1569,+12955,89.2
金魚屋さんのかりそめ夫婦　第４巻【電子特典付き】 (あすかコミックスDX),4,2026-07-24,3171,2110,+1061,33.5
ヒロインなのに、イケメンアイドル♂になりました！？【電子版限定カラーイラスト特典付き】（７） (フラワーコミックス),7,2026-07-24,3934,2321,+1613,41
ＤＯＧＡ ： 6 (webアクションコミックス),6,2026-07-24,2550,2411,+139,5.5
猫と竜13 (このマンガがすごい！ comics),,2026-07-24,2667,2973,-306,-11.5
姉喰い勇者と貞操逆転帝国のお姉ちゃん！２ (ノヴァコミックス),,2026-07-24,6060,3156,+2904,47.9
懐妊初夜～一途な社長は求愛の手を緩めない～（４） (フラワーコミックススペシャル),4,2026-07-24,5767,3425,+2342,40.6
愛蔵版 天は赤い河のほとり (1) (フラワーコミックス),1,2026-07-24,3880,4074,-194,-5
愛蔵版 天は赤い河のほとり (2) (フラワーコミックス),2,2026-07-24,3959,4390,-431,-10.9
新・駅弁ひとり旅～撮り鉄・菜々編～(8) (アクションコミックス),8,2026-07-24,5608,4699,+909,16.2
追放された不遇職『テイマー』ですが、2つ目の職業が万能職『配合術師』だったので俺だけの最強パーティを作ります（ノヴァコミックス）４,,2026-07-24,16610,4956,+11654,70.2
抱かれた悪役令嬢は、激変王子の溺愛ルートに突入中！？　5【単行本版 電子限定おまけ漫画付き】 (プティルハニーコミックス),2,2026-07-24,10605,5124,+5481,51.7
意味がわかると怖い4コマ ： 6 (アクションコミックス),6,2026-07-24,8726,5457,+3269,37.5
終電過ぎたらめちゃくちゃヤりたい【電子限定漫画付き】 終電過ぎたらめちゃくちゃヤりたい【コミックス版】 (B.PilzCOMICS),,2026-07-24,8888,6674,+2214,24.9
宝姉妹 3巻 (デジタル版ヤングガンガンコミックス),3,2026-07-24,13870,9476,+4394,31.7
漫画ゴラク 2026年 8/7・14 号 [雑誌] (週刊漫画ゴラク),,2026-07-24,14525,9912,+4613,31.8
デリヘル、呼んでみた。#42無理やり押し込め！ (フォーチュンコミックアダルト),,2026-07-24,9383,10187,-804,-8.6
祝言の籠【単話売】(6) (arca comics),6,2026-07-24,15312,10272,+5040,32.9
"解雇された宮廷錬金術師は辺境で大農園を作り上げる～祖国を追い出されたけど、最強領地でスローライフを謳歌する～ ７ (グラストCOMICS, グラストコミックス)",7,2026-07-24,16621,10352,+6269,37.7
シャイニング! (9) (ちゃおコミックス),9,2026-07-24,12119,10682,+1437,11.9
婚約破棄は本望です！聖女の力が開花したので私は自由に暮らします～本物の聖女は義姉ではなく私でした～3巻 (Berry's COMICS),3,2026-07-24,18224,12257,+5967,32.7
爛漫ドレスコードレス　6 (プティルコミックス),6,2026-07-24,13702,12876,+826,6
ふたり鷹 完全版 (第7巻) (書籍扱いコミックス単行本),7,2026-07-24,17355,15130,+2225,12.8
すとぷり執事に今日もキュンが止まりません! (2) (ちゃおコミックススペシャル),2,2026-07-24,13056,16004,-2948,-22.6
黒騎士様の愛玩花嫁になりました。アンソロジー (LOVEBITESコミックス),,2026-07-24,20891,16883,+4008,19.2
負けヒロインですが結婚します~この中に私の夫がいる!?~ (2) (フラワーコミックス),2,2026-07-24,24690,17131,+7559,30.6
なきっつらに恋 (4) (フラワーコミックス),4,2026-07-24,21573,17168,+4405,20.4
魔王様は回復魔術を極めたい１ (ノヴァコミックス),,2026-07-24,32798,17717,+15081,46
オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～【分冊版】（ノヴァコミックス）２０,,2026-07-24,28041,18521,+9520,34
東京§神狼 (7) (フラワーコミックス),7,2026-07-24,29734,18773,+10961,36.9
再召喚された勇者は一般人として生きていく？ 12 (このマンガがすごい！ comics),12,2026-07-24,56817,18784,+38033,66.9
ドS社長はドM秘書をいじめたい～オフィスでぬれとろ玩具レビュー～ 2 (ラブコフレコミックス),2,2026-07-24,32079,18898,+13181,41.1
魅了持ちの姉に奪われる人生はもう終わりにします～毒家族に虐げられた心読み令嬢が幸せになるまで～2巻 (Berry's COMICS),2,2026-07-24,41337,19001,+22336,54
禁忌解呪の最強装備使い～呪いしか解けない無能と追放されたが、即死アイテムをノーリスクで使い放題～１,,2026-07-24,21984,19139,+2845,12.9
恋になるとは聞いてない（３） (フラワーコミックス),3,2026-07-24,31487,19516,+11971,38
魔女と魔性と魔宝の楽園～追放された転生貴族の自由気ままな【蒐集家】生活。ハズレ前世に目覚めた少年は、異世界で聖剣もモフモフも自分の城も手に入れる～１,,2026-07-24,32242,19933,+12309,38.2
離縁予定の捨てられ令嬢ですが、なぜか次期公爵様の溺愛が始まりました3巻 (Berry's COMICS),3,2026-07-24,30151,20486,+9665,32.1
ばっこ 1巻 (デジタル版ビッグガンガンコミックス),1,2026-07-24,71522,21801,+49721,69.5
ウェディング・ブルーズ【コミックス版】 (ふゅーじょんぷろだくと),,2026-07-24,50407,22452,+27955,55.5
お金が大好きな平民の私は卑屈貴族と契約結婚して愛し愛されます コミック版 （分冊版） 【第32話】 (BKコミックスf),,2026-07-24,51857,22550,+29307,56.5
黒豹くんは食べちゃいたい。 (2) (フラワーコミックス),2,2026-07-24,28422,23217,+5205,18.3
天棋 TENKI ： 3 (アクションコミックス),3,2026-07-24,19732,23444,-3712,-18.8
婚約破棄された貧乏伯爵令嬢ですが、憧れの冷徹王弟に溺愛されています コミック版 （分冊版） 【第21話】 (BKコミックスf),,2026-07-24,36459,23496,+12963,35.6
極限夫婦(10) (アクションコミックス),10,2026-07-24,20377,24779,-4402,-21.6
Berry’sFantasy引きこもり令嬢は皇妃になんてなりたくない！～強面皇帝の溺愛が駄々漏れで困ります～25巻 (Berry's COMICS),25,2026-07-24,42138,24799,+17339,41.1
異世界キャバクラ 14 (コミックレガリア),14,2026-07-24,31209,26937,+4272,13.7
不良少年に飯を食わす 2巻 (デジタル版ビッグガンガンコミックス),2,2026-07-24,38087,27033,+11054,29
チラチラ【単話】（１０４） (ビッグコミックス),104,2026-07-24,39129,27504,+11625,29.7
小悪魔メイドサイコ第9話 (サイコワコミック),,2026-07-24,32182,27821,+4361,13.6
えぶりでいホスト 5 (あすかコミックスDX),5,2026-07-24,23867,27852,-3985,-16.7
泣かせたくてどうしよう　２ (drap COMICS DX),2,2026-07-24,31624,27991,+3633,11.5
替霊～カエ・ダマ～ ： 1 (アクションコミックス),1,2026-07-24,47897,30456,+17441,36.4
Berry’sFantasy双子王子の継母になりまして～嫌われ悪女ですが、そんなことより義息子たちが可愛すぎて困ります～14巻 (Berry's COMICS),14,2026-07-24,37868,31003,+6865,18.1
年下幼馴染に溺愛されてます (drap COMICS DX),3,2026-07-24,28416,32608,-4192,-14.8
レンタルックス(2) (アクションコミックス),2,2026-07-24,50986,32702,+18284,35.9
麻痺・痙攣・恋【単話売】(5) (arca comics),5,2026-07-24,38766,36730,+2036,5.3
転生騎士団長は腹黒宰相の執着愛を全力回避したい (Charaコミックス),,2026-07-24,39287,36750,+2537,6.5
Berry’sFantasyねこねこ幼女の愛情ごはん～異世界でもふもふ達に料理を作ります！～19巻 (Berry's COMICS),19,2026-07-24,40950,38059,+2891,7.1
"田舎暮らしの魔草薬師は返り咲く～不正はびこる元職場を解雇されたので独立したら、なぜか各界の超一流たちが集まってきました～３ (グラストCOMICS, グラストコミックス)",,2026-07-24,82820,38764,+44056,53.2
好きだよ、ミントちゃん。 (B.Pilz COMICS),,2026-07-24,97241,39324,+57917,59.6
Berry’sFantasyならば、悪女になりましょう～亡き者にした令嬢からやり返される気分はいかがですか？～10巻 (Berry's COMICS),10,2026-07-24,34339,39706,-5367,-15.6
Berry’sFantasy捨てられた妃　めでたく離縁が成立したので出ていったら、竜国の王太子からの溺愛が待っていました13巻 (Berry's COMICS),13,2026-07-24,114439,41301,+73138,63.9
役目を果たした日陰の勇者は、辺境で自由に生きていきます【分冊版】17巻 (グラストCOMICS),17,2026-07-24,119723,41830,+77893,65.1
"捨てられ貴族の無人島のびのび開拓記～ようやく自由を手に入れたので、もふもふたちと気まぐれスローライフを満喫します～ 3 (グラストCOMICS, グラストコミックス)",3,2026-07-24,49337,43124,+6213,12.6
モラハラサレ妻のシタ復讐（分冊版） 【第35話】 (マンガよもんが),,2026-07-24,48710,43416,+5294,10.9
男をやめてみた～癌になったので女装して恋をすることにしました～75 (エンペラーズコミックス),,2026-07-24,49741,44020,+5721,11.5
死刑が確定した転生令嬢は、冷徹長官の妻になって三度目の人生を謳歌します！ コミック版（分冊版） 【第26話】 (BKコミックスf),,2026-07-24,82952,45152,+37800,45.6
"努力好きの天才錬金術師　１ (グラストCOMICS, グラストコミックス)",1,2026-07-24,86544,46403,+40141,46.4
片想いティンクルスター【電子限定漫画付き】 片想いティンクルスター【コミックス版】 (Tulle Comics),,2026-07-24,58484,48333,+10151,17.4
Berry’sFantasy婚約破棄は本望です！聖女の力が開花したので私は自由に暮らします～本物の聖女は義姉ではなく私でした～15巻 (Berry's COMICS),15,2026-07-24,77331,57067,+20264,26.2
Berry’sFantasy転生悪役幼女は最恐パパの愛娘になりました24巻 (Berry's COMICS),24,2026-07-24,103394,65566,+37828,36.6
Berry’sFantasy冷酷な公爵様は名無しのお飾り妻がお気に入り～悪女な姉の身代わりで結婚したはずが、気がつくと溺愛されていました～9巻 (Berry's COMICS),9,2026-07-24,100242,66633,+33609,33.5
Berry’sFantasy精霊に愛されすぎた腹ペコ聖女、追放されたけど隣国王太子に溺愛されて幸せいっぱいです7巻 (Berry's COMICS),7,2026-07-24,61842,68027,-6185,-10
素直になれない雪乙女は眠れる竜騎士に甘くとかされる コミック版（分冊版） 【第10話】 (BKコミックスf),,2026-07-24,135292,77043,+58249,43.1
本日、貴方を愛するのをやめます　王妃と不倫した貴方が悪いのですよ？（分冊版）第11話 (レジーナCOMICS),,2026-07-24,209022,84555,+124467,59.5
夢なし先生の進路指導【単話】（８３） (ビッグコミックス),83,2026-07-24,91185,97460,-6275,-6.9
"人外剣士は力に魅せられ裏迷宮を攻略す～化け物扱いされた元冒険者は、自分だけが知る迷宮で人目を気にせず無双する～　２ (グラストCOMICS, グラストコミックス)",2,2026-07-24,106122,111994,-5872,-5.5
指一本触れられない鉄壁令嬢と猛毒公爵の初恋リベンジ コミック版 （分冊版） 【第12話】 (BKコミックスf),,2026-07-24,156300,165624,-9324,-6
推しを味方に付けたら最強だって知ってましたか？１ (レジーナCOMICS),,2026-07-24,178404,182018,-3614,-2
