タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
崖っぷち貴族の生き残り戦略　3 (少年チャンピオン・コミックス),3,2026-09-25,22349,5955,+16394,73.4
破滅フラグ回避のため山奥へ引き籠っていた最強の悪役は、助けたヒロインによって表舞台へ立たされる　4 (ヤングチャンピオン・コミックス),4,2026-09-25,12852,6026,+6826,53.1
そんな、14歳。 3 (マーガレットコミックスDIGITAL),3,2026-09-25,22057,6276,+15781,71.5
転生幼女はお願いしたい　～100万年に１人と言われた力で自由気ままな異世界ライフ～４ (アルファポリスCOMICS),4,2026-09-25,17179,6338,+10841,63.1
マスクを取った奏多くんはえっちで溺愛で、ちょっと腹黒い。【単行本版】5 (黒ひめコミック),5,2026-09-25,9351,6360,+2991,32
救世の終末時計（ドゥームズ・デイ）　1 (ヤングチャンピオン・コミックス),1,2026-09-25,18251,6404,+11847,64.9
青と春 1 (マーガレットコミックス),1,2026-09-25,23984,6490,+17494,72.9
ちょっと留守にしていたら家が没落していました 転生令嬢は前世知識と聖魔法で大事な家族を救います3巻 (Berry's COMICS),3,2026-09-25,16035,6634,+9401,58.6
女神と結婚して異世界新婚生活　2 (少年チャンピオン・コミックス),2,2026-09-25,26030,7025,+19005,73
もうすぐ死ぬ悪女に転生してしまった　生き残るために清楚系美女を演じていたら聖女に選ばれました２ (レジーナCOMICS),2,2026-09-25,15319,7421,+7898,51.6
百と卍 現パロ番外編２ ―GENPARO２ Momo and Manji in Reiwa― 百と卍 現パロ番外編 ―GENPARO Momo and Manji in Reiwa― (onBLUE comics),,2026-09-25,30846,7499,+23347,75.7
捨てられ幼女は最強の聖女でした～もふもふ家族に拾われて甘やかされています！～2巻 (Berry's COMICS),2,2026-09-25,11376,7994,+3382,29.7
追放された最強令嬢は、新たな人生を自由に生きる２ (レジーナCOMICS),2,2026-09-25,14154,8003,+6151,43.5
うお、でっっっか…ヒロインアンソロジー (角川コミックス・エース),,2026-09-25,17829,8489,+9340,52.4
プリンセッション・オーケストラ~それぞれの物語~ (フラワーコミックススペシャル),,2026-09-25,15568,8495,+7073,45.4
社長が私を抱く理由 4 (DAITO COMICS),4,2026-09-25,10271,8899,+1372,13.4
ひきこもり魔法使いと最愛の弟子 (Charaコミックス),,2026-09-25,22820,8901,+13919,61
総長さま、溺愛中につき。 2 ~最強イケメンと愛され寮生活!?~ (マーガレットコミックス),2,2026-09-25,15098,9182,+5916,39.2
金目銀目ねこ館 (6) (フラワーコミックススペシャル),6,2026-09-25,10252,9328,+924,9
イキガミとドナー 番外編 さよならのやり方 (onBLUE comics),,2026-09-25,41040,9830,+31210,76
もう好きでしょ、オレのこと（６） (フラワーコミックス),6,2026-09-25,17905,9836,+8069,45.1
どうも、噂の悪女でございます 聖女の力は差し上げるので、私はお暇頂戴します1巻 (Berry's COMICS),1,2026-09-25,93742,10285,+83457,89
異世界の牧場を相続しました ~スタァストリームファーム~1 (角川コミックス・エース),1,2026-09-25,51162,10398,+40764,79.7
はきだめと医者 (Charaコミックス),,2026-09-25,15599,10418,+5181,33.2
天才魔導具師ルシアはスローライフを送りたい！2巻 (Berry's COMICS),2,2026-09-25,26578,10564,+16014,60.3
死神は、また恋をする。 (1) (フラワーコミックス〔スペシャル〕),1,2026-09-25,13881,10631,+3250,23.4
社長が私を抱く理由【コミックス版】 4巻 (Comic miw),4,2026-09-25,11199,10845,+354,3.2
老練の時空剣士、若返る２ (ノヴァコミックス),2,2026-09-25,25826,10952,+14874,57.6
努力好きの天才錬金術師2巻 (グラストCOMICS),2,2026-09-25,36853,11612,+25241,68.5
ハズレ職〈召喚士〉がS級万能職に化けました～無能と蔑まれた俺、伝説の召喚獣達に懐かれ力が覚醒したので世界最強です～5巻 (グラストCOMICS),5,2026-09-25,17849,12012,+5837,32.7
猫又黒兵衛　3 (ヤングチャンピオン・コミックス),3,2026-09-25,16841,12942,+3899,23.2
異世界ハーレムループ～繰り返される1日から脱出する為に抱きまくります～(13) (GG-COMICS),13,2026-09-25,35196,13088,+22108,62.8
ダンジョン学園の底辺に転生したけど、なぜか俺には攻略本がある コミック版（分冊版） 【第34話】 (BKコミックス),,2026-09-25,53325,13769,+39556,74.2
ハズレスキル『おもいだす』で記憶を取り戻した大賢者２ (ノヴァコミックス),2,2026-09-25,65549,14142,+51407,78.4
百と卍 短編集 卍之妄想戯場／恋のしたゝめ／色のうたゝね 百と卍 番外編 (onBLUE comics),,2026-09-25,30882,15377,+15505,50.2
訳あり令嬢が、愛されすぎて幸せになるまでアンソロジー2巻 (Berry's COMICS),2,2026-09-25,44693,15385,+29308,65.6
ゼロ戦エース、異世界で最強の竜騎士になる！　4 (少年チャンピオン・コミックス),4,2026-09-25,21589,15401,+6188,28.7
【フルカラー】漫画「天官賜福」日本語翻訳版 第4巻,4,2026-09-25,19656,15434,+4222,21.5
【単話】復讐の同窓会　第45話 (GG-COMICS),,2026-09-25,15951,15631,+320,2
ひびワれこうじつ　２ (角川コミックス・エース),2,2026-09-25,20783,16101,+4682,22.5
マスクを取った奏多くんはえっちで溺愛で、ちょっと黒い。30 (黒ひめコミック),30,2026-09-25,38751,16135,+22616,58.4
訳あり令嬢が、愛されすぎて幸せになるまでアンソロジー1巻 (Berry's COMICS),1,2026-09-25,44692,16282,+28410,63.6
愛蔵版 天は赤い河のほとり (4) (フラワーコミックススペシャル),4,2026-09-25,16829,16364,+465,2.8
二代目聖女は戦わない　１ (角川コミックス・エース),1,2026-09-25,43386,16493,+26893,62
冷酷な公爵様は名無しのお飾り妻がお気に入り～悪女な姉の身代わりで結婚したはずが、気がつくと溺愛されていました～2巻 (Berry's COMICS),2,2026-09-25,32462,16522,+15940,49.1
元英雄は大都会最強の便利屋さん２ (ノヴァコミックス),2,2026-09-25,53072,16743,+36329,68.5
一条華緒は恋を知らない 3 (マーガレットコミックス),3,2026-09-25,28471,17025,+11446,40.2
じゃない方の聖女と勇者～あれ、私たちって本当に『じゃない方』？～　1 (少年チャンピオン・コミックス),1,2026-09-25,95741,17291,+78450,81.9
高嶺の花男くん8 (Colorful! コミックス),8,2026-09-25,20671,17355,+3316,16
ブルーフライト~グラハン女子物語~ (5) (フラワーコミックススペシャル),5,2026-09-25,23427,17921,+5506,23.5
天才魔導具師は早期リタイア目指して頑張ります　4 (ヤングチャンピオン・コミックス),4,2026-09-25,38862,19577,+19285,49.6
王子と騎士は男装聖女が死ぬほど愛おしい (3) (フラワーコミックススペシャル),3,2026-09-25,40192,19877,+20315,50.5
魔術師は死んでいた。2巻 (グラストCOMICS),2,2026-09-25,44399,20473,+23926,53.9
だってこれが初恋 2 (マーガレットコミックス),2,2026-09-25,30929,20655,+10274,33.2
麻痺・痙攣・恋【単話売】(6) (arca comics),6,2026-09-25,40638,21474,+19164,47.2
ハズレギフト「下限突破」を授かった俺はゼロ以下のステータスで最強を目指す～HP・MP・アイテムが使い放題ってどう考えてもバグすぎません？～1巻 (グラストCOMICS),1,2026-09-25,45619,22083,+23536,51.6
精霊魔法が使えない無能だと婚約破棄されたので、義妹の奴隷になるより追放を選びました 5 (集英社ガールズコミックス),5,2026-09-25,21703,22555,-852,-3.9
お金が大好きな平民の私は卑屈貴族と契約結婚して愛し愛されます コミック版 （分冊版） 【第34話】 (BKコミックスf),,2026-09-25,49182,24351,+24831,50.5
ふたり鷹 完全版 (第8巻) (書籍扱いコミックス単行本),8,2026-09-25,34298,24866,+9432,27.5
男なら一国一城の主を目指さなきゃね　3 (少年チャンピオン・コミックス),3,2026-09-25,42521,25167,+17354,40.8
お前呼ばわりで婚約破棄？隣国で自由を謳歌するのでどうぞお構いなく！～追放令嬢、実は最強精霊師でした～3巻 (Berry's COMICS),3,2026-09-25,40679,26632,+14047,34.5
焼肉の女 綾門寺赤奈 4 (マーガレットコミックス),4,2026-09-25,51215,27280,+23935,46.7
男をやめてみた～癌になったので女装して恋をすることにしました～85 (エンペラーズコミックス),85,2026-09-25,167884,27987,+139897,83.3
Berry’sFantasy引きこもり令嬢は皇妃になんてなりたくない！～強面皇帝の溺愛が駄々漏れで困ります～27巻 (Berry's COMICS),27,2026-09-25,71311,29512,+41799,58.6
お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２７） (サンデーうぇぶりコミックス),27,2026-09-25,51077,29833,+21244,41.6
ゴミ屋敷令嬢ですが、追放された王子様（子供の姿にされた超有能魔法使い）を拾ったら溺愛されました！ コミック版 （3） 【かきおろし漫画付】 (BKコミックスf),3,2026-09-25,29388,30307,-919,-3.1
チラチラ【単話】（１１０） (ビッグコミックス),110,2026-09-25,35630,30727,+4903,13.8
死に戻り聖女は不眠王子を寝かしつけたい2巻 (Berry's COMICS),2,2026-09-25,40558,33122,+7436,18.3
小悪魔メイドサイコ第10話 (サイコワコミック),,2026-09-25,42849,34117,+8732,20.4
素直になれない雪乙女は眠れる竜騎士に甘くとかされる コミック版（分冊版） 【第12話】 (BKコミックスf),,2026-09-25,140293,38599,+101694,72.5
土いじり令嬢は二度目の恋を咲かせたい ～初恋は実らなかったけれど、熱心に花壇のお手入れをしていたら、本物の恋がやって来ました～ コミック版 （2） (BKコミックスf),2,2026-09-25,54650,38696,+15954,29.2
あなたを殺す旅SS (Charaコミックス),,2026-09-25,31182,39191,-8009,-25.7
Berry’sFantasy双子王子の継母になりまして～嫌われ悪女ですが、そんなことより義息子たちが可愛すぎて困ります～16巻 (Berry's COMICS),16,2026-09-25,194652,39632,+155020,79.6
"聖属性ヒーラーは女騎士団の助っ人回復術師をやってます　１(グラストCOMICS, グラストコミックス)",1,2026-09-25,52697,40145,+12552,23.8
波うららかに、めおと日和　分冊版（８８） (コミックＤＡＹＳコミックス),88,2026-09-25,65579,42010,+23569,35.9
Berry’sFantasyならば、悪女になりましょう～亡き者にした令嬢からやり返される気分はいかがですか？～11巻 (Berry's COMICS),11,2026-09-25,118851,43288,+75563,63.6
一角獣の騎手（合本版）　3巻 (ebookjapanコミックス),3,2026-09-25,72088,43393,+28695,39.8
天幕のジャードゥーガル(話売り)　#44 (ボニータ・コミックス),44,2026-09-25,126748,43901,+82847,65.4
Berry’sFantasy平凡な私の獣騎士団もふもふライフ45巻 (Berry's COMICS),45,2026-09-25,78710,44043,+34667,44
モラハラサレ妻のシタ復讐（分冊版） 【第37話】 (マンガよもんが),,2026-09-25,161387,45416,+115971,71.9
非視界戦闘 アイアンレッキ【単話】（９） (ビッグコミックス),9,2026-09-25,36595,46857,-10262,-28
波うららかに、めおと日和　分冊版（８９） (コミックＤＡＹＳコミックス),89,2026-09-25,114669,49619,+65050,56.7
龍は眠る　GIFTED 異能の少年たち　3 (ヤングチャンピオン・コミックス),3,2026-09-25,66331,51534,+14797,22.3
頼くんとヨリを戻すわけには！　プチデザ（１６） (デザートコミックス),16,2026-09-25,133462,51772,+81690,61.2
異世界チート戦士＆魔法使い　3 (少年チャンピオン・コミックス),3,2026-09-25,74114,51853,+22261,30
Berry’sFantasy転生悪役幼女は最恐パパの愛娘になりました25巻 (Berry's COMICS),25,2026-09-25,87859,54611,+33248,37.8
土いじり令嬢は二度目の恋を咲かせたい ～初恋は実らなかったけれど、熱心に花壇のお手入れをしていたら、本物の恋がやって来ました～ コミック版 （3） (BKコミックスf),3,2026-09-25,92594,56804,+35790,38.7
二度目の人生、(元)罪悪の聖女は前世で少年だった冷徹皇帝に拾われる3巻 (Berry's COMICS),3,2026-09-25,103393,59206,+44187,42.7
不器用だけど、甘すぎる (drap COMICS DX),,2026-09-25,101831,59581,+42250,41.5
ちょいクズ社畜の異世界ハーレム建国記(30) (GG-COMICS),30,2026-09-25,120350,61830,+58520,48.6
おしえて執事くん　プチデザ（１４） (デザートコミックス),14,2026-09-25,135383,63420,+71963,53.2
夢なし先生の進路指導【単話】（８８） (ビッグコミックス),88,2026-09-25,162702,66799,+95903,58.9
前略母上様 わたくしこのたび異世界転生いたしまして、悪役令嬢になりました コミック版（分冊版） 【第18話】 (BKコミックスf),1,2026-09-25,161704,67342,+94362,58.4
地味で無能な次女なので、私のことは忘れてください～私を虐げた家族の皆様、破滅はどうぞご勝手に～1巻 (Berry's COMICS),1,2026-09-25,185010,68443,+116567,63
役目を果たした日陰の勇者は、辺境で自由に生きていきます【分冊版】19巻 (グラストCOMICS),19,2026-09-25,206553,69015,+137538,66.6
ずっと一緒にいられたら12 (コミックエッセイ),12,2026-09-25,96196,71663,+24533,25.5
今日から使える異世界恋愛マニュアル(24) (GG-COMICS),24,2026-09-25,137499,87172,+50327,36.6
Berry’sFantasy冷酷な公爵様は名無しのお飾り妻がお気に入り～悪女な姉の身代わりで結婚したはずが、気がつくと溺愛されていました～11巻 (Berry's COMICS),11,2026-09-25,164095,93040,+71055,43.3
