タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
異世界社長 魔王軍で成り上がる！（１９） (サイコミ×裏少年サンデーコミックス),19,2026-06-30,7891,6744,+1147,14.5
悪役令嬢はシングルマザーになりました　双子を引き取りましたが公爵様からの溺愛は想定外です　2巻 (ZERO-SUMコミックス),2,2026-06-30,12886,6746,+6140,47.6
バックホームブルース（７） (ビッグコミックス),7,2026-06-30,11612,6757,+4855,41.8
極限夫婦 ： 18 (アクションコミックス),18,2026-06-30,10678,7322,+3356,31.4
ゴルゴ13　178　Gの遺伝子 (SPコミックスコンパクト),,2026-06-30,8117,7517,+600,7.4
離婚したいアナタへ（２） (ビッグコミックス),2,2026-06-30,8871,7745,+1126,12.7
コミックライド2026年7月号,,2026-06-30,22669,8646,+14023,61.9
鶴子はまだ四十五だから！（５） (サイコミ×裏少年サンデーコミックス),5,2026-06-30,9779,8711,+1068,10.9
ハートビートエラー【単行本版】（特典マンガ付き） (アメイロ),,2026-06-30,20163,8880,+11283,56
パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 7 (Rentaコミックス),7,2026-06-30,11801,10056,+1745,14.8
いけない二人（２） (ビッグコミックス),2,2026-06-30,16473,11107,+5366,32.6
ちくわ戦記～おれのカワイイで地球侵略～（８） (サイコミ×裏少年サンデーコミックス),8,2026-06-30,11803,11586,+217,1.8
災禍の神は願わない　完全版　上巻 (ZERO-SUMコミックス),1,2026-06-30,20212,12339,+7873,39
災禍の神は願わない　完全版　下巻 (ZERO-SUMコミックス),3,2026-06-30,20512,12411,+8101,39.5
コミックヘヴン 2026年 8/10号 [雑誌] (コミックヘヴン（本誌）),,2026-06-30,57713,12523,+45190,78.3
賭けからはじまる最後の初恋【単話版】 第11話 賭けからはじまるサヨナラの恋【単話版】 (コミックELMO),,2026-06-30,17073,12587,+4486,26.3
都市伝説が殺ってくる（６） (サイコミ×裏少年サンデーコミックス),6,2026-06-30,18445,12925,+5520,29.9
【分冊版】転生しまして、現在は侍女でございます。 第75話(アリアンローズコミックス),,2026-06-30,44859,13100,+31759,70.8
セイ少女黙示録 ですぺあ（４） (ビッグコミックス),4,2026-06-30,22359,13653,+8706,38.9
進め!白鼻進 (ビッグコミックス),,2026-06-30,21193,13954,+7239,34.2
はじめての！ (TENMA COMICS LO),,2026-06-30,25950,14674,+11276,43.5
猛暑のサバイバル (科学漫画サバイバルシリーズ95),,2026-06-30,12831,15486,-2655,-20.7
君を愛することはできないと言われたので猫を愛でることにしました　黒猫さんをもふもふしていたら、あら？　旦那様のご様子が…？　1巻 (ZERO-SUMコミックス),1,2026-06-30,36975,15704,+21271,57.5
転生赤ちゃんカティは諜報活動しています: そして鬼畜な父に溺愛されているようです (4) (レジーナCOMICS),4,2026-06-30,16576,15989,+587,3.5
パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 8 (Rentaコミックス),8,2026-06-30,27869,16061,+11808,42.4
もにゅ育！ (TENMA COMICS LO),,2026-06-30,32984,16089,+16895,51.2
Forward！－フォワード！－ 世界一のサッカー選手に憑依されたので、とりあえずサッカーやってみる。（２３） (サイコミ×裏少年サンデーコミックス),23,2026-06-30,21830,16809,+5021,23
隠し部屋 ： 24 (アクションコミックス),24,2026-06-30,27640,16838,+10802,39.1
パートごときがでしゃばるなとクビにされました～このスーパー、私達で回してましたが大丈夫ですか？～【単話】 9 (Rentaコミックス),9,2026-06-30,27868,17040,+10828,38.9
ルーチェと白の契約　8巻　特装版 (ZERO-SUMコミックス),8,2026-06-30,26174,21971,+4203,16.1
富士山大噴火~戦力外認定されたおっさん会社員モチザネが天変地異で成り上がり!?~ (1) (ビッグコミックス),1,2026-06-30,59517,22077,+37440,62.9
ドッグ・タイムズ3巻 (ヤングキングコミックス),3,2026-06-30,26794,22134,+4660,17.4
救い、巣喰われ 第50話【単話版】 救い、巣喰われ【単話版】 (コミックRouge),,2026-06-30,29618,23160,+6458,21.8
風俗怪談（２） (ビッグコミックス),2,2026-06-30,34552,23353,+11199,32.4
fanfaration!(7) (ザ オメガバース プロジェクト コミックス),7,2026-06-30,59870,23514,+36356,60.7
スマホで異世界の神になる方法～失業したら冷酷領主に愛されました～ 分冊版 ： 11 (ジュールコミックス),11,2026-06-30,36243,28460,+7783,21.5
プリエールキス～王子様の呪いを解く魔法～: 2【電子限定描き下ろし付き】 (ZERO-SUMコミックス),3,2026-06-30,36527,29412,+7115,19.5
鷹虎くんとオメガたち3 (Canna Comics),,2026-06-30,23773,30154,-6381,-26.8
処女姫～なぜか童貞しか勇者になれない異世界から来たんですけど～２,,2026-06-30,39950,31385,+8565,21.4
連れ去られた母は、お骨になって帰ってきました。~成年後見制度の隠された真実~ (BAMBOO ESSAY SELECTION),,2026-06-30,29540,31755,-2215,-7.5
目が覚めました: 奪われた婚約者はきっぱりと捨てました (1) (レジーナCOMICS),1,2026-06-30,42244,32056,+10188,24.1
ゾイド×パトレイバー - Code Name B.U.D.D.Y. -　第１２話 (ヒーローコミックス),,2026-06-30,38524,34128,+4396,11.4
ジャスティス・サーガ　―我の創りし理想の世界で幼女無双―（１） (サイコミ×裏少年サンデーコミックス),1,2026-06-30,111423,34250,+77173,69.3
無能の悪童王子は生き残りたい～恋愛RPGの悪役モブに転生したけど、原作無視して最強を目指す～(4) (モンスターコミックス),4,2026-06-30,50059,34941,+15118,30.2
負け確定のライバル令嬢に転生したので王子様は諦めます。 7 (Rentaコミックス),7,2026-06-30,37908,39185,-1277,-3.4
弁護士カレシ ： 39 (ジュールコミックス),39,2026-06-30,54336,42188,+12148,22.4
プリンス　～白雪王子×悪役王妃の場合～ (シリウスコミックス),,2026-06-30,54164,42560,+11604,21.4
自宅アパート一棟と共に異世界へ: 蔑まれていた令嬢に転生(?)しましたが、自由に生きることにしました (1) (レジーナCOMICS),1,2026-06-30,43101,43157,-56,-0.1
負け確定のライバル令嬢に転生したので王子様は諦めます。 8 (Rentaコミックス),8,2026-06-30,49245,47302,+1943,3.9
透明男と人間女～そのうち夫婦になるふたり～ 分冊版 ： 48 (アクションコミックス),48,2026-06-30,68723,59602,+9121,13.3
レベル1から始まる召喚無双【単話版】第44話 (コミックライド),,2026-06-30,70486,60283,+10203,14.5
【分冊版】転生王女は今日も旗を叩き折る 第85話(アリアンローズコミックス),,2026-06-30,78538,62890,+15648,19.9
十歳の最強魔導師　第１６話　前編 (ヒーローコミックス),,2026-06-30,111586,72441,+39145,35.1
異世界魔喰～王国に捨てられた魔物喰らいの叛逆譚～（５） (サイコミ×裏少年サンデーコミックス),5,2026-06-30,63819,74225,-10406,-16.3
チートスキル『支配』を使って異世界ハーレム！（分冊版） 【第38話】 (コミックラクウ),,2026-06-30,218497,220534,-2037,-0.9
