タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
極殺道―グレゴール―　6 (ヤングチャンピオン・コミックス),6,2026-09-17,13147,6571,+6576,50
幼馴染は一卵性の獣９ (カルトコミックス Love Chucola Selection),9,2026-09-17,10831,7031,+3800,35.1
副音声はうるさい十分に（分冊版）【番外編】2 (fujossyコミックプチ),2,2026-09-17,6745,7089,-344,-5.1
オーバーレブ!90’sー音速の美少女たちー 9 (9) (ヤングチャンピオンコミックス),9,2026-09-17,8557,8040,+517,6
神アプリ クリミナルハンター　4 (ヤングチャンピオン・コミックス),4,2026-09-17,11448,8088,+3360,29.4
元侯爵令嬢の辺境使用人ライフ (comicスピラ),,2026-09-17,18691,8901,+9790,52.4
傾国の側室は平和に暮らしたい (クロフネCOMICS くろふねピクシブシリーズ),,2026-09-17,15856,8935,+6921,43.6
ドキドキさせんで秦野くん！ (ビボピーコミックス),,2026-09-17,21971,9530,+12441,56.6
乙女のおかず(3) (ヤングマガジンKC),3,2026-09-17,15382,9649,+5733,37.3
剣聖サラリーマン無双~幼馴染みがときどき人類を救う手伝いを頼んでくる~ ( 2) (マンガBANGコミックス),2,2026-09-17,9459,9675,-216,-2.3
もう興味がないと離婚された令嬢の意外と楽しい新生活【単話】（３１） (マンガワン女子部),31,2026-09-17,14155,9680,+4475,31.6
不本意な結婚をした令嬢が幸せになってしまいましたアンソロジーコミック２ (ＦＬＯＳ　ＣＯＭＩＣ),2,2026-09-17,16656,9806,+6850,41.1
高学歴難民 2 (2) (チャンピオンREDコミックス),2,2026-09-17,21119,9860,+11259,53.3
クラフトスキルで異世界の無人島を大改造! ‥‥‥とか思ったら先住民がいて、俺の子種を狙っているようです(1) (ヤングマガジンKC),1,2026-09-17,22036,9906,+12130,55
あの悪女には暴君が必要だ 8 (piccomics),8,2026-09-17,22823,10046,+12777,56
万年を生きる平和主義ヴァンパイア、いつの間にか世界最強に ～俺が魔王軍四天王で新たな始祖？誰と間違ってんの？～ 1 (ヤングジャンプコミックスDIGITAL),1,2026-09-17,34682,10088,+24594,70.9
B組の名物カップルはまだ付き合ってない２ (Ｓｐｌｕｓｈコミックス),2,2026-09-17,31158,10227,+20931,67.2
私が娘ですか？ 7 (piccomics),7,2026-09-17,26624,10587,+16037,60.2
ゴールデンエッグ 9 (ヤングジャンプコミックスDIGITAL),9,2026-09-17,24958,11638,+13320,53.4
B組の名物カップルはまだ付き合ってない ２【電子書籍特装版】 B組の名物カップルはまだ付き合ってない【電子書籍特装版】 (Splushコミックス),,2026-09-17,16548,12401,+4147,25.1
悪女は楽で最高ですが？ 2 (piccomics),2,2026-09-17,32054,12781,+19273,60.1
おっさんは異世界で想いを遂げる 3 (ISEKAI),3,2026-09-17,21568,12894,+8674,40.2
魔力量歴代最強な転生聖女さまの学園生活は波乱に満ち溢れているようです ～王子さまに悪役令嬢とヒロインぽい子たちがいるけれど、ここは乙女ゲー世界ですか？～ 1 (マーガレットコミックスDIGITAL),1,2026-09-17,33785,13071,+20714,61.3
愛されないとわかっていても～捨てられ王女は黒騎士の激重執愛に囚われる～ (comicスピラ),,2026-09-17,31012,13453,+17559,56.6
恋と嘘には利息がつきもの (Tulle　Comics),,2026-09-17,26919,14223,+12696,47.2
殿下、ちょっと一言よろしいですか？ ～無能な悪女だと罵られて婚約破棄されそうですが、その前にあなたの悪事を暴かせていただきますね！～ 2 (マーガレットコミックスDIGITAL),2,2026-09-17,21661,14662,+6999,32.3
岬くんから逃げられない (Tulle　Comics),,2026-09-17,22691,14996,+7695,33.9
恋するならゆびさきまで (フルールコミックス),,2026-09-17,20352,15058,+5294,26
貴女にかまう暇はないと言われた侯爵令嬢の幸せすぎる末路（２） (ピュールコミックスピュア),2,2026-09-17,38269,15388,+22881,59.8
まるせっせんす 1 (集英社ホームコミックス),1,2026-09-17,20716,16584,+4132,19.9
捨てられるはずの悪妻なのに冷徹侯爵様に溺愛されています 2 (フロース コミック),2,2026-09-17,27367,17885,+9482,34.6
夫婦のヒケツは晩酌です 4 (ヤングジャンプコミックス),4,2026-09-17,32358,18029,+14329,44.3
ブラックガールズトーク ～女が語るムカつく奴ら～【単話】（６４） (マンガワン女子部),64,2026-09-17,21662,18411,+3251,15
跨いでナンボ(1) (ヤングマガジンKC),1,2026-09-17,36041,18799,+17242,47.8
死体役令嬢に転生したら黒幕王子に執着されちゃいました 3 (フロース コミック),3,2026-09-17,20336,19022,+1314,6.5
「先生、」 (&.Emo comics),,2026-09-17,20398,19272,+1126,5.5
意地悪な姑をやめたら、みんな私に執着します 6 (piccomics),6,2026-09-17,106969,19401,+87568,81.9
捨てられた王女の秘密の寝室（4） (カラフルハピネス),4,2026-09-17,27633,19682,+7951,28.8
実は性欲スゴイんです…元ヤン上司が好きで、欲しくて、食べたい。 4 (ラブコフレコミックス),4,2026-09-17,60737,20761,+39976,65.8
勇者の運命１,1,2026-09-17,26818,21077,+5741,21.4
剣聖サラリーマン無双~幼馴染みがときどき人類を救う手伝いを頼んでくる~ ( 1) (マンガBANGコミックス),1,2026-09-17,27583,21252,+6331,23
実は性欲スゴイんです…元ヤン上司が好きで、欲しくて、食べたい。 3 (ラブコフレコミックス),3,2026-09-17,67136,21299,+45837,68.3
ホタルの嫁入り【単話】 外伝4 (マンガワン女子部),4,2026-09-17,40550,21875,+18675,46.1
悪女は楽で最高ですが？（2） (カラフルハピネス),2,2026-09-17,25519,22211,+3308,13
姉に悪評を立てられましたが、何故か隣国の大公に溺愛されています3 自分らしく生きることがモットーです (フロース コミック),,2026-09-17,23152,22510,+642,2.8
奥田の細道 4 (ヤングジャンプコミックスDIGITAL),4,2026-09-17,30891,22991,+7900,25.6
一勝千金【単話】（７７） (裏少年サンデーコミックス),77,2026-09-17,33389,24151,+9238,27.7
大人の夏休み～元ヤン同級生とむせ返る暑い三日間 (ラブきゅんcomic),,2026-09-17,59711,25009,+34702,58.1
ココハ家族ガキエル町 3 (ヤングジャンプコミックス),3,2026-09-17,36834,25289,+11545,31.3
それ以外の星たち ： 2 (ジュールコミックス),2,2026-09-17,30964,25608,+5356,17.3
クレイジーラン (5) (裏少年サンデーコミックス),5,2026-09-17,60523,32954,+27569,45.6
俺のエロ配信がバレて上司にハメられてます！３ (caramelコミックス),3,2026-09-17,30735,34630,-3895,-12.7
愛蔵版 シグルイ 2 (2),2,2026-09-17,92929,35756,+57173,61.5
殺されたくなくて悪役な婚約者を愛でていたら、なぜか溺愛されました【第11話】 (エンジェライトコミックス),,2026-09-17,67111,38034,+29077,43.3
ループ10回目の王女様 6 (piccomics),6,2026-09-17,68900,38833,+30067,43.6
白瑞宮のお料理番 1 ~異世界の神様と飯テロスローライフを満喫する~ (フロース コミック),,2026-09-17,58955,42454,+16501,28
私たち離婚しますので 1 生贄令嬢と冷酷軍人の完璧なる離婚計画 (フロース コミック),,2026-09-17,93091,52446,+40645,43.7
嫁がされた先は白豚公爵のはずですが? 1 (フロース コミック),1,2026-09-17,94451,52769,+41682,44.1
どこよりも遠い場所にいる君へ 2 (ヤングジャンプコミックス),2,2026-09-17,67099,54010,+13089,19.5
スパダリDom様の快感コマンド～この結婚、業務外！ (caramelコミックス),,2026-09-17,53430,57712,-4282,-8
規格外のダンジョン攻略者、実は異世界帰りの元勇者１ (comicスピラ),1,2026-09-17,70943,59114,+11829,16.7
執着系主人公の契約フィアンセです 6 (piccomics),6,2026-09-17,184968,64499,+120469,65.1
愛蔵版 シグルイ 1 (1),1,2026-09-17,75862,76455,-593,-0.8
発情乙女とクズ騎士 ～エッチな呪いが解けません!?～(14) (e乙蜜コミックス),14,2026-09-17,328800,97337,+231463,70.4
大家族四男・兎田士郎の喜憂な日常【単話版】 第12話 (コミック Maomao),,2026-09-17,120844,129855,-9011,-7.5
