タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
お局令嬢と朱夏の季節　～冷徹宰相様のお飾りの妻になったはずが、溺愛されています～　6【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07,1025,567,+458,44.7
中華一番!極(22) (少年マガジンKC),22,2026-08-07,662,569,+93,14
GANGSTA.　9巻【電子特典付き】 (バンチコミックス),9,2026-08-07,1060,637,+423,39.9
その男、沼につき。 (6) (フラワーコミックスα),6,2026-08-07,955,652,+303,31.7
ソードアート・オンライン マテリアル1 シュガーリィ・デイズ (電撃文庫),,2026-08-07,1227,667,+560,45.6
田舎で恋は難しい!? 1 (ドラゴンコミックスエイジ),1,2026-08-07,1584,740,+844,53.3
二周目チートの転生魔導士 ~最強が1000年後に転生したら、人生余裕すぎました~(8) (シリウスKC),8,2026-08-07,1438,825,+613,42.6
ポンコツ風紀委員とスカート丈が不適切なＪＫの話（２１） (シリウスコミックス),21,2026-08-07,2036,962,+1074,52.8
Ziggurat10 (ヴァルキリーコミックス),,2026-08-07,2821,1147,+1674,59.3
週刊漫画ＴＩＭＥＳ　２０２６年８／２１・２８合併号 [雑誌] (週刊漫画TIMES),,2026-08-07,34690,1164,+33526,96.6
【爆アド】生まれた直後から最強悪霊と脳内バトルしてたら魔力量が測定可能域を超えてました～悪憑の子の謙虚な覇道～（３） (マガジンポケットコミックス),3,2026-08-07,5791,1237,+4554,78.6
異世界エルフ村のおまわりさん(1) (メテオCOMICS),1,2026-08-07,1541,1251,+290,18.8
ニャイト・オブ・ザ・リビングキャット 8 (BLADEコミックス),8,2026-08-07,1989,1310,+679,34.1
極と蕾～極道と恋を知らない人妻と～（６） (フラワーコミックスα),6,2026-08-07,2649,1311,+1338,50.5
異世界魔王と召喚少女の奴隷魔術(30) (シリウスKC),30,2026-08-07,2015,1326,+689,34.2
お嬢様はお仕置きが好き（１１） (フラワーコミックスα),11,2026-08-07,2408,1352,+1056,43.9
エロ漫画家が寿司職人と結婚する話 7 ＝子育てする話＝,,2026-08-07,2843,1511,+1332,46.9
神無月紫子の優雅な暇潰し (18) (フラワーコミックスα),18,2026-08-07,1697,1598,+99,5.8
転生令嬢ヴィオレッタの農業革命　美食探究と領地改革に励んでいたら、氷の侯爵様に溺愛されていました？３【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07,2530,1684,+846,33.4
黄昏町プリズナーズ（５） (マガジンポケットコミックス),5,2026-08-07,2748,1714,+1034,37.6
推しが我が家にやってきた! (14) (ポラリスCOMICS),14,2026-08-07,3165,1775,+1390,43.9
ビッグコミック 2026年16号（2026年8月7日発売） [雑誌],,2026-08-07,52706,1946,+50760,96.3
Ｋ－９　警視庁公安部公安第９課異能対策係（７） (マガジンポケットコミックス),7,2026-08-07,4678,1968,+2710,57.9
妹にすべてを奪われた令嬢は婚約者の裏切りを知り回帰する（コミック）【電子版特典付】３ (PASH! コミックス),,2026-08-07,5971,2019,+3952,66.2
まもって守護月天！ 解封の章 11 (BLADEコミックス),11,2026-08-07,3627,2174,+1453,40.1
もう叱りたくないと思ったら読む本――子育て世代の新常識　マンガ〈叱る依存〉がとまらない,,2026-08-07,2313,2266,+47,2
ふかふかダンジョン攻略記～俺の異世界転生冒険譚～ 20 (BLADEコミックス),20,2026-08-07,2917,2488,+429,14.7
先輩と後輩、大暴れの日々　1巻 (バンチコミックス),1,2026-08-07,2721,2583,+138,5.1
ソロ酔い酒場　今日も寄り道ひとり飲み【電子版特典付】３ (PASH! コミックス),,2026-08-07,7618,2824,+4794,62.9
使い魔サンマイと白の魔導師（4） (Nemuki+コミックス),4,2026-08-07,3545,2938,+607,17.1
漫画ゴラク 2026年 8/21・28 号 [雑誌] (週刊漫画ゴラク),,2026-08-07,14221,3078,+11143,78.4
仲間を強くするため支援に徹していた中年冒険者、追放され自分だけの最強ギルドを作る ～【シェアリング】スキルでステータスは思いのまま！ 恩恵に気づいたってもう遅い！～1 (ヴァルキリーコミックス),2,2026-08-07,8985,3180,+5805,64.6
こんなの、しらない (23) (フラワーコミックスα),23,2026-08-07,4008,3185,+823,20.5
その青春（３） (マガジンポケットコミックス),3,2026-08-07,4675,3411,+1264,27
魔法少女にやさしいギャル(1) (メテオCOMICS),1,2026-08-07,5877,3577,+2300,39.1
公爵令嬢は我が道を場当たり的に行く 5 (ブシロードコミックス),5,2026-08-07,5379,3688,+1691,31.4
友達んちの姉ちゃんが怖くていい人 1 (ドラゴンコミックスエイジ),1,2026-08-07,6254,3753,+2501,40
男爵無双 貴族嫌いの青年が田舎貴族に転生した件 2 (ドラゴンコミックスエイジ),2,2026-08-07,5363,3895,+1468,27.4
前世が最強魔導師だった俺、異世界魔法で無双する!(1) (シリウスKC),1,2026-08-07,12108,3969,+8139,67.2
おじさんはカワイイものがお好き。 (12) (ポラリスCOMICS),12,2026-08-07,4671,4010,+661,14.2
洞窟人間 5 (漫画ゴラク),5,2026-08-07,6412,4216,+2196,34.2
極カノ~極道とカノジョ~ (3) (フラワーコミックスα),3,2026-08-07,4970,4278,+692,13.9
コミックライドアドバンス2026年9月号(vol.72),72,2026-08-07,8773,4301,+4472,51
大江戸イノベーション 二 (ドラゴンコミックスエイジ),,2026-08-07,5871,4392,+1479,25.2
アフタヌーンティーはいかがですか? 私と先輩の、不純で一途なふたり暮らし 1 (ドラゴンコミックスエイジ),1,2026-08-07,11998,4520,+7478,62.3
不死を求める者、これを道士と呼ぶ　1 (ドラゴンコミックスエイジ),1,2026-08-07,18903,5488,+13415,71
お出かけ先は異世界ですか？　～身体は５歳・頭脳は16歳の“なんちゃって幼女”、美ケメン達に愛されちゅう!?～３【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07,6666,5548,+1118,16.8
棄てられ王子の最強イカダ国家 ～お前はゴミだと追放されたので、無駄スキル【リサイクル】を使ってゴミ扱いされたモノたちで海上都市を築きます～ 3巻【特典イラスト付き】 (ゼノンコミックス),3,2026-08-07,18473,5589,+12884,69.7
聖印の乙女～元薬学研究員だった侯爵令嬢は婚約辞退してハイヒーラーを目指します～ 3巻【特典イラスト付き】 (ゼノンコミックス),3,2026-08-07,17931,6359,+11572,64.5
カードファイト!! ヴァンガード Divinez 幻真覚醒編 2 (ブシロードコミックス),2,2026-08-07,8936,6406,+2530,28.3
白鳥運子は31画(3) (KCデラックス),3,2026-08-07,13850,6813,+7037,50.8
私の主人は大きな犬系騎士様 1 (PASH!コミックス),1,2026-08-07,26594,6909,+19685,74
ネノ國の結ビノ巫女　1 (バンチコミックス),1,2026-08-07,8281,7969,+312,3.8
人狼とエルフ(1) (KCデラックス),1,2026-08-07,17660,8245,+9415,53.3
獄都事変 拾遺噺 -悪食- (PASH!コミックス),,2026-08-07,10948,8281,+2667,24.4
空の音色 (5) (フラワーコミックスα),5,2026-08-07,9619,8388,+1231,12.8
プチコミック【デジタル限定 コミックス試し読み特典付き】 2026年9月号（2026年8月7日発売） [雑誌],,2026-08-07,52707,9032,+43675,82.9
ご主人様とゆく異世界サバイバル！ 【単話版】(62) (コミックライド),62,2026-08-07,12014,9197,+2817,23.4
うさひな-5年付き合ってる大学生カップルの話-【分冊版】 (8) (Couture Comics),8,2026-08-07,16570,9245,+7325,44.2
ファリスの結婚 4 (Only Lips comicsめちゃコミックオリジナル),4,2026-08-07,16579,10440,+6139,37
年の差十五の旦那様～辺境伯の花嫁候補～ 5 (Only Lips comicsめちゃコミックオリジナル),5,2026-08-07,15207,11543,+3664,24.1
クールなふたりは見かけによらない　６ (フィールコミックス),6,2026-08-07,17091,11874,+5217,30.5
殲滅特区 -怪獣関連犯罪録-(2) (シリウスKC),2,2026-08-07,22976,12416,+10560,46
今宵も俺は女子高生と雑草（晩餐）を探す（コミック）４ (PASH! コミックス),,2026-08-07,24813,13271,+11542,46.5
ＧＵＲＵ（３） (マガジンポケットコミックス),3,2026-08-07,19319,14716,+4603,23.8
後宮の薬師 平安なぞとき診療日記 ニ (ブシロードコミックス),,2026-08-07,22508,15004,+7504,33.3
追放令嬢、クラフトしながらキャンピングカーで異世界を旅します 1 (カドコミ),1,2026-08-07,18555,17819,+736,4
かしこい令嬢のかわいげ策略 アンソロジーコミック (ブシロードコミックス),,2026-08-07,31397,18819,+12578,40.1
異世界で、夫の愛は重いけど可愛い子どもをほのぼの楽しく育てたい　～悪役王女、幸せルート目指します～１【電子書店共通特典イラスト付】 (アース・スターコミックス),,2026-08-07,19266,19341,-75,-0.4
ボンデージ ( 4)完 (ニチブンコミックス),4,2026-08-07,35293,19693,+15600,44.2
【電子限定特装版】追放姫は大魔術師に拾われる（７）【描き下ろし漫画付き】 (COMICエトワール),7,2026-08-07,25374,21639,+3735,14.7
【電子限定特装版】追放姫は大魔術師に拾われる（８）【描き下ろし漫画付き】 (COMICエトワール),8,2026-08-07,25375,21640,+3735,14.7
鬼の軍人と稀血の花嫁　３ (noicomi COMICS),3,2026-08-07,36860,21870,+14990,40.7
臆病公爵と人見知り令嬢の婚約　1巻 (バンチコミックスコラル),1,2026-08-07,117736,22161,+95575,81.2
イエティ、とある日々(2) (KCデラックス),2,2026-08-07,27299,24427,+2872,10.5
君がまた描きだす線（３）【電子限定特典付】 (FEEL COMICS),3,2026-08-07,38227,24471,+13756,36
脱法テイマーの成り上がり冒険譚 ～Sランク美少女冒険者が俺の獣魔になっテイマす～【単話版】 第45話 (コミックライド),1,2026-08-07,33867,25497,+8370,24.7
カードゲームで世界が滅ぶ世界に転生してカードショップを開店したら、周囲から前作主人公だと思われている 1 (ブシロードコミックス),1,2026-08-07,43550,25767,+17783,40.8
2周目冒険者は隠しクラス〈重力使い〉で最強を目指す 【コミック】 （10）,10,2026-08-07,61166,25905,+35261,57.6
ここ、成仏やってます 2 (カドコミ),2,2026-08-07,26312,26744,-432,-1.6
勘違いだよね？瀬尾くん。番外編 (BeLuck COMICS),,2026-08-07,72633,30646,+41987,57.8
今更すがりついても手遅れです。這い上がり令嬢の冷徹な復讐 アンソロジーコミック (ブシロードコミックス),1,2026-08-07,37030,33496,+3534,9.5
かしこい令嬢のかわいげ策略 アンソロジーコミック (ブシロードコミックス),,2026-08-07,35417,33937,+1480,4.2
悪役令嬢を演じていますが推しが嫌ってくれません　１ (異世界Jam),1,2026-08-07,39282,34756,+4526,11.5
人妻物語（フルカラー）07 (コミックダイス),,2026-08-07,32126,34954,-2828,-8.8
悪役令嬢カトリーナの断罪美学 1 (ブシロードコミックス),1,2026-08-07,87173,36029,+51144,58.7
カードファイト！！ ヴァンガード Divinez 幻真覚醒編 2 (ブシロードコミックス),2,2026-08-07,37999,36128,+1871,4.9
スパダリ王子様の狂い愛【単話】（１５） (異世界フラワーコミックス),15,2026-08-07,46571,38541,+8030,17.2
えっちなゲームのモブ令嬢に転生したら、絶倫騎士隊長様からトンデモ溺愛されてます！？【女性コミック版】１２ (ゆめこみ),,2026-08-07,38196,39389,-1193,-3.1
死んだ数だけ超強化 -デスペナルティ- 【コミック】 （7）,7,2026-08-07,77135,40183,+36952,47.9
修学旅行で仲良くないグループに入りました【単話版】9巻 (BeLuck COMICS),9,2026-08-07,187872,41420,+146452,78
一生忘れない！ あの真夏のゾクっとした恋を！アンソロジーコミック (ブシロードコミックス),,2026-08-07,52615,41514,+11101,21.1
人外カルテ 01 ~ようこそ幻想病院へ~ (カドコミ),,2026-08-07,49033,47215,+1818,3.7
不本意ですが、鳴瀬に堕とされました 1 (Only Lips comics),1,2026-08-07,50163,48173,+1990,4
元聖女の魔王育成日記 ２,2,2026-08-07,136821,48464,+88357,64.6
川辺のエヴァと異人たち (1) (Nemuki+コミックス),1,2026-08-07,48114,53420,-5306,-11
ともだちづくり(3) (KCデラックス),3,2026-08-07,59671,64690,-5019,-8.4
そういう家の子の話【単話】（２５） (ビッグコミックス),25,2026-08-07,130183,79860,+50323,38.7
愛してるって、言いたい【分冊版】 87話 (フレイヤコミックス),,2026-08-07,132069,81159,+50910,38.5
暴君皇子の契約妃 １ (Only Lips comicsめちゃコミックオリジナル),1,2026-08-07,87235,99029,-11794,-13.5
