タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
ゴールデンマン(10) (ヤングマガジンKC),10,2026-09-04,725,742,-17,-2.3
ロクのおかしな家 1 (ジャンプコミックス),1,2026-09-04,1740,765,+975,56
ゴールデンマン(11) (ヤングマガジンKC),11,2026-09-04,758,772,-14,-1.8
ゴールデンドロップ（１５） (ヤングマガジンコミックス),15,2026-09-04,1849,782,+1067,57.7
左ききのエレン 26 (ジャンプコミックスDIGITAL),26,2026-09-04,1518,1250,+268,17.7
悪役令嬢たちは揺るがない4 (フロース コミック),4,2026-09-04,1859,1367,+492,26.5
週刊漫画ＴＩＭＥＳ　２０２６年９／１８号 [雑誌] (週刊漫画TIMES),,2026-09-04,39196,1453,+37743,96.3
世界を繋ぎ尽くすインターネット巫女 1 (ジャンプコミックスDIGITAL),1,2026-09-04,5058,1456,+3602,71.2
麗子の風儀 悪役令嬢と呼ばれていますが、ただの貧乏娘です(4) (角川コミックス・エース),4,2026-09-04,2210,1609,+601,27.2
ヘタリア World★Stars Gangsta 2 (ジャンプコミックス),2,2026-09-04,3028,1634,+1394,46
ゴルゴ13（２２２） (ビッグコミックス),222,2026-09-04,1903,1765,+138,7.3
ビッグコミックオリジナル 2026年18号（2026年9月4日発売) [雑誌],,2026-09-04,24238,1805,+22433,92.6
異郷の爪塗り見習い【電子版特典付】７ (PASH! コミックス),7,2026-09-04,2652,1946,+706,26.6
死に戻り令嬢のルチェッタ 6 (花とゆめコミックス),6,2026-09-04,6795,2138,+4657,68.5
殺されたらゾンビになったので、進化しまくって無双しようと思います（コミック）【電子版特典付】４ (PASH! コミックス),4,2026-09-04,6321,2221,+4100,64.9
婚約破棄された令嬢を拾った俺が、イケナイことを教え込む～美味しいものを食べさせておしゃれをさせて、世界一幸せな少女にプロデュース！～（コミック）１２ (PASH! コミックス),12,2026-09-04,4813,2223,+2590,53.8
スープの森~動物と会話するオリビアと元傭兵アーサーの物語~ 1 (PASH!コミックス),1,2026-09-04,4123,2353,+1770,42.9
鬼売れアイドルが今日も私を推してくる （5） 【かきおろし漫画付】 (comicタント),5,2026-09-04,8887,2466,+6421,72.3
ゴルゴ13　222　地球の裏側で (SPコミックス),,2026-09-04,2492,2843,-351,-14.1
生活マン 2 (ジャンプコミックス),2,2026-09-04,4012,2852,+1160,28.9
怪獣８号 RELAX 5 (ジャンプコミックスDIGITAL),5,2026-09-04,3925,2908,+1017,25.9
それでも弟は恋したがる【電子限定おまけ付き】 8 (花とゆめコミックス),8,2026-09-04,4658,3143,+1515,32.5
ＩＮＮＵ（８） (ヤングマガジンコミックス),8,2026-09-04,5694,3180,+2514,44.2
さまよい令嬢道中記(3) (ヒーローズコミックス),3,2026-09-04,6239,3391,+2848,45.6
二度目の人生では、お飾り王妃になりません！２,2,2026-09-04,7590,3589,+4001,52.7
よくある令嬢転生だと思ったのに 6 (フロース コミック),6,2026-09-04,3611,3594,+17,0.5
文豪ストレイドッグス 探偵社設立秘話 (3) (角川コミックス・エース),3,2026-09-04,4481,3765,+716,16
ブヨトピア 2 (ジャンプコミックスDIGITAL),2,2026-09-04,9065,3800,+5265,58.1
ガチャンキイ 3 (ジャンプコミックスDIGITAL),3,2026-09-04,8166,3903,+4263,52.2
竜陛下のお妃はお断りしたい!~竜陛下は10番目の側妃を溺愛中~ (7) (バンブーコミックスBCf),7,2026-09-04,3992,4236,-244,-6.1
「恋をするなら二度目が上等」番外編集2【電子限定版】 「恋をするなら二度目が上等」番外編集【電子限定版】 (Charaコミックス),1,2026-09-04,7869,4407,+3462,44
乙女ゲームの最強キャラたちが私に執着する【おまけ描き下ろし付き】 14 (花とゆめコミックススペシャル),14,2026-09-04,17952,4786,+13166,73.3
あっ、悪魔ちゃん 1 (ジャンプコミックス),1,2026-09-04,11831,4987,+6844,57.8
ドラマクイン 7 (ジャンプコミックスDIGITAL),7,2026-09-04,7306,5504,+1802,24.7
あわいの焔刃 1 (ジャンプコミックス),1,2026-09-04,9761,5936,+3825,39.2
オオカミが電車の運転を学ぶだけのマンガ,,2026-09-04,6746,6085,+661,9.8
虐げられた秀才令嬢と隣国の腹黒研究者様の甘やかな薬草実験室 2 (PASH!コミックス),2,2026-09-04,11013,6142,+4871,44.2
破局予定の悪女のはずが、冷徹公爵様が別れてくれません! 6 (フロース コミック),6,2026-09-04,8450,6175,+2275,26.9
ジン　格斗破王伝（３） (ヤングマガジンコミックス),3,2026-09-04,10887,6759,+4128,37.9
ニシトーキョーメタルブラザーズ 2 (ジャンプコミックスDIGITAL),2,2026-09-04,19514,8309,+11205,57.4
令嬢たちの幸せな結婚アンソロジーコミック 年の差・身分差 (バンブーコミックスBCf),,2026-09-04,16226,9060,+7166,44.2
「剣士は時代遅れ」と左遷された人類最強のおっさん、魔術学院で教師になって無双する 2 (PASH!コミックス),2,2026-09-04,20980,9720,+11260,53.7
ただいま、梅さんと小梅さん (MF comic essay),,2026-09-04,10623,10934,-311,-2.9
あめとうみ 4 (ジャンプコミックスDIGITAL),4,2026-09-04,20736,11530,+9206,44.4
私、嫌われ皇妃で構いません!2 (フロース コミック),2,2026-09-04,15367,11865,+3502,22.8
最強公女は今日も退屈です 7 (piccomics),7,2026-09-04,25913,11905,+14008,54.1
ダイダラ(5) (ヒーローズコミックス),5,2026-09-04,19650,12408,+7242,36.9
ラビットチェイサー 1 (ジャンプコミックス),1,2026-09-04,17082,12915,+4167,24.4
.A-ドットアリス- 2 (ジャンプコミックスDIGITAL),2,2026-09-04,19844,13261,+6583,33.2
異世界の常識は難しい~希少で最弱な人族に転生したけど物理以外で最強になりそうです~ (2) (バンブーコミックスBCf),2,2026-09-04,19055,13859,+5196,27.3
誰かが私に憑依した 6 (piccomics),6,2026-09-04,39995,14216,+25779,64.5
婚約破棄されたいので素顔を隠して残念令嬢になります!え?腹黒王子にバレてるとか聞いてないんですけど!? 1 (PASH!コミックス),1,2026-09-04,24759,14227,+10532,42.5
漫画ゴラク 2026年 9/18 号 [雑誌] (週刊漫画ゴラク),,2026-09-04,18979,14254,+4725,24.9
デリヘル、呼んでみた。#46まんぐり撮影会 (フォーチュンコミックアダルト),,2026-09-04,15243,14362,+881,5.8
王宮侍女アンナの日常２,2,2026-09-04,28776,15036,+13740,47.7
うさひな-5年付き合ってる大学生カップルの話-【分冊版】 9 (Couture Comics),9,2026-09-04,27000,15442,+11558,42.8
オダロク 1 (ジャンプコミックス),1,2026-09-04,27565,16223,+11342,41.1
先生はソレに気付かない。(2) (ヒーローズコミックス),2,2026-09-04,27379,17021,+10358,37.8
チラチラ【単話】（１０８） (ビッグコミックス),108,2026-09-04,34043,17551,+16492,48.4
がらくたから　（２） (角川コミックス・エース),2,2026-09-04,33537,19514,+14023,41.8
イットボーイハント 4 (花とゆめコミックススペシャル),4,2026-09-04,24524,20130,+4394,17.9
旦那様、もう一度結婚してください 6 (piccomics),6,2026-09-04,47001,20430,+26571,56.5
宮殿の隣のマロニエ農場 6 (piccomics),6,2026-09-04,25933,20894,+5039,19.4
破滅ルートを目指し、完璧な悪役令嬢になってみせますっ!~推しのため当て馬をやり遂げたいのに、無愛想な護衛騎士様がやたらと絡んできます~ (3) (バンブーコミックスBCf),3,2026-09-04,20363,23782,-3419,-16.8
ステルス令嬢の恋愛事情1 ご主人様の秘密を知ってしまったら溺愛されまして!? (フロース コミック),,2026-09-04,29047,23892,+5155,17.7
寡黙な将軍閣下様は魔力ゼロの嫁が好きすぎる~なぜか旦那様の心の声が聞こえます!?~ 2 (花とゆめコミックススペシャル),2,2026-09-04,29679,24587,+5092,17.2
悪役令嬢のショコラティエは推しの攻略に有効でした 3 (フロース コミック),3,2026-09-04,36325,24808,+11517,31.7
男をやめてみた～癌になったので女装して恋をすることにしました～81 (エンペラーズコミックス),81,2026-09-04,65125,25355,+39770,61.1
寡黙な将軍閣下様は魔力ゼロの嫁が好きすぎる~なぜか旦那様の心の声が聞こえます!?~ 1 (花とゆめコミックススペシャル),1,2026-09-04,32719,25373,+7346,22.5
仏滅結婚(6) (ヒーローズコミックス),6,2026-09-04,63368,25699,+37669,59.4
勇者、それはちょっとどうなんだ ～外道勇者は初期装備で無双する～（６） (シードコミックス),6,2026-09-04,31506,27290,+4216,13.4
ネガッチョ 3 (ジャンプコミックスDIGITAL),3,2026-09-04,49293,28478,+20815,42.2
えっちなゲームのモブ令嬢に転生したら、絶倫騎士隊長様からトンデモ溺愛されてます！？【女性コミック版】１３ (ゆめこみ),13,2026-09-04,61372,30656,+30716,50
彼岸の螢 1 (ジャンプコミックス),1,2026-09-04,48835,31274,+17561,36
クズ騎士様の愛は激重につき! 1 (フロース コミック),1,2026-09-04,34818,32333,+2485,7.1
二度目の人生では、お飾り王妃になりません！【分冊版】１１ (ラワーレコミックス),11,2026-09-04,51590,42029,+9561,18.5
３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～ 26話 (コミックダイス),2,2026-09-04,55050,43423,+11627,21.1
精力が魔力に変換される世界に転生しました 1 (COMICらぐちゅう),1,2026-09-04,56224,52235,+3989,7.1
今日も拒まれてます～セックスレス・ハラスメント 嫁日記～ （17） (ぶんか社コミックス),17,2026-09-04,122336,60805,+61531,50.3
ララのうた３ (PASH! コミックス),3,2026-09-04,72438,60971,+11467,15.8
戦利品令嬢シェリルは自分を殺す夫を籠絡したい1 (フロース コミック),1,2026-09-04,53852,62448,-8596,-16
霧のプリーズラク（コミック） ３ (PASH! コミックス),3,2026-09-04,131262,63692,+67570,51.5
修学旅行で仲良くないグループに入りました【単話版】10巻 (BeLuck COMICS),10,2026-09-04,101727,73692,+28035,27.6
夢なし先生の進路指導【単話】（８７） (ビッグコミックス),87,2026-09-04,79663,86929,-7266,-9.1
カラダトモダチ （3） 【かきおろし漫画付】 (comicルクス),3,2026-09-04,164914,167703,-2789,-1.7
