順位,タイトル,巻数,発売日
55461,花はことりを好きすぎる［1話売り］　第9話 (花とゆめコミックス),,2026-09-26
59970,「変なバイト見つけた」時給××万円の理由がヤバすぎる２１ (コミックアウル),21,2026-09-26
61754,シンデレラが結婚したので意地悪な義姉はクールに去……れません！？（単話版25） シンデレラが結婚したので意地悪な義姉はクールに去……れません！？（単話版） (コミックcoral),,2026-09-26
69679,愛され皇妃のゆううつ［1話売り］　第12話 (花とゆめコミックス),,2026-09-26
80341,狼皇子と嘘つきな結婚［1話売り］　第32話 (花とゆめコミックス),,2026-09-26
118592,皇帝陛下の運命の人は、私でした～後宮寵愛占い譚～（単話版13） 皇帝陛下の運命の人は、私でした～後宮寵愛占い譚～（単話版） (コミックcoral),3,2026-09-26
200570,絶対に死ぬモブ悪役令嬢は初恋がしたい【単行本版】 6巻 (コミックROLLY),6,2026-09-26
—,拝啓…殺し屋さんと結婚しました　９ (MFC　キューンシリーズ),9,2026-09-26
—,針鼠とコントラスト　3 (MFC　ジーンピクシブシリーズ),3,2026-09-26
—,凍堂くんちのメイドショタ　3 (MFC　キューンシリーズ),3,2026-09-26
—,きょうはなにしよう？　01 (MFC　キューンシリーズ),1,2026-09-26
—,それ、運命のせいではありません１ (コミックアウル),1,2026-09-26
—,マンガでわかる！はじめてのフランス一人旅: 8日間の実体験から学ぶ「困った！」を乗り越える旅行術,,2026-09-26
