タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
旅はオールパス　4 (MANGAバル コミックス),4,2026-09-14,13146,8574,+4572,34.8
彼女のリアルが切り抜けない！　４巻 (トレイルコミックス),4,2026-09-14,16744,8574,+8170,48.8
聖剣とビキニアーマー 2 (MANGAバルCOMICS),2,2026-09-14,19989,9783,+10206,51.1
黒兎伯爵の溺愛求婚　【連載版】: 10 (ZERO-SUMコミックス),10,2026-09-14,15327,10097,+5230,34.1
捨てられ男爵令嬢は黒騎士様のお気に入り　連載版: 44 (ZERO-SUMコミックス),44,2026-09-14,16935,11082,+5853,34.6
策士な上司は溺愛欲を隠さない。(16) (シェノンコミックス),16,2026-09-14,24712,12419,+12293,49.7
公爵様、悪妻の私はもう放っておいてください　【連載版】: 17 (ZERO-SUMコミックス),17,2026-09-14,26075,12807,+13268,50.9
婚約破棄は自業自得　～裏表がありすぎる妹はボロを出して自滅し、私に幸運が舞い込みました～2 (ブリーゼコミックス),2,2026-09-14,35879,13649,+22230,62
39歳 トリプルネガティブ乳がんでした,,2026-09-14,51240,14994,+36246,70.7
鬼役　26 (SPコミックス),26,2026-09-14,16641,15158,+1483,8.9
王子様に溺愛されて困ってます～転生ヒロイン、乙女ゲーム奮闘記～　連載版: 49 (ZERO-SUMコミックス),49,2026-09-14,19261,15371,+3890,20.2
修羅の箱庭　５ (MANGAバル コミックス),5,2026-09-14,28869,15760,+13109,45.4
梟と番様　【連載版】: 14 (ZERO-SUMコミックス),14,2026-09-14,25813,16582,+9231,35.8
修羅の箱庭　６ (MANGAバル コミックス),6,2026-09-14,36455,19305,+17150,47
【単話】大蛇に嫁いだ娘　第46話 (ビームコミックス),,2026-09-14,36873,19369,+17504,47.5
私、見ての通りの不動産屋なんですが・・・　2 (SPコミックス　ボーダーコミックス),2,2026-09-14,26085,19446,+6639,25.5
コミック乱ツインズ 2026年10月号 [雑誌],,2026-09-14,39021,20027,+18994,48.7
刃魂演義 2巻 (マッグガーデンコミックスBeat'sシリーズ),2,2026-09-14,38050,20989,+17061,44.8
七十二候ノ国の後宮薬膳医 ～見習い陶仙女ですが、もふもふ達とお妃様の問題を解決します～２ (ブリーゼコミックス),2,2026-09-14,29327,21595,+7732,26.4
邪魔者のようですが、王子の昼食は私が作るようです　【連載版】: 39 (ZERO-SUMコミックス),39,2026-09-14,30968,21699,+9269,29.9
遺品かく語りき　３ (芳文社コミックス),3,2026-09-14,39427,22611,+16816,42.7
外れスキル持ちの天才錬金術師　神獣に気に入られたのでレア素材探しの旅に出かけます１ (アルファポリスCOMICS),1,2026-09-14,97890,23595,+74295,75.9
Mリーグほぼ毎日4コマ (7),7,2026-09-14,30558,24409,+6149,20.1
落ちこぼれ白魔導士セシルは対象外のはずでした　【連載版】: 33 (ZERO-SUMコミックス),33,2026-09-14,30730,24879,+5851,19
悪役のご令息のどうにかしたい日常　【連載版】: 69・70 (ZERO-SUMコミックス),70,2026-09-14,66364,27798,+38566,58.1
策士な上司は溺愛欲を隠さない。～囲って、乱して、とろあまエッチ～(16) (シェノンコミックス+),16,2026-09-14,43635,29750,+13885,31.8
押しかけアサシンちゃんは王都最凶の看板娘２ (アルファポリスCOMICS),2,2026-09-14,69716,30860,+38856,55.7
ユキヒョウのハルちゃん,,2026-09-14,31420,34427,-3007,-9.6
ラブホテル恐猥談　７巻 (芳文社コミックス),7,2026-09-14,69117,35000,+34117,49.4
鎌倉ものがたり・推理編 ぶんぶく茶釜 (アクションコミックス(COINSアクションオリジナル)),,2026-09-14,39313,41456,-2143,-5.5
【単話版】囚われの聖騎士(11) (ジュリアンコミックス),11,2026-09-14,69614,43545,+26069,37.4
結液感戦　３ (MANGAバル コミックス),3,2026-09-14,54328,43595,+10733,19.8
悪役令嬢に、助けてくれるヒーローなんていません 25 (インカローズコミックス),25,2026-09-14,91666,48652,+43014,46.9
お嬢様、懺悔する。　３巻 (トレイルコミックス),3,2026-09-14,103098,50569,+52529,51
レイチェル・ジーンは踊らない　【連載版】: 17 (ZERO-SUMコミックス),17,2026-09-14,183630,57867,+125763,68.5
異世界なら、私も無名の有名画家 20 (インカローズコミックス),20,2026-09-14,217633,58400,+159233,73.2
かま弁　７巻 (芳文社コミックス),7,2026-09-14,166643,166657,-14,0
