タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
棲ミタイ街（４） (コミックＤＡＹＳコミックス),4,2026-08-21,11532,3875,+7657,66.4
日常ロック 12 (MFC),12,2026-08-21,4703,4586,+117,2.5
彼女がクズを愛するワケは。 4巻 (デジタル版ガンガンコミックスpixiv),4,2026-08-21,8659,5297,+3362,38.8
帰ってきたカラスヤサトシ (アフタヌーンKC),,2026-08-21,10196,5603,+4593,45
バッドベイビーは泣かない（６） (モーニングコミックス),6,2026-08-21,7439,6287,+1152,15.5
ビション絵日記(1) (モーニングKC),1,2026-08-21,7960,6841,+1119,14.1
私立メロ高等学校 (KITORA),,2026-08-21,7456,6928,+528,7.1
漫画でイけ,,2026-08-21,19858,7022,+12836,64.6
グロウアップショウ ひまわりのサーカス団 公式コミックアンソロジー (MFC),,2026-08-21,35296,7974,+27322,77.4
つきかけ姉妹(3) (モーニングKC),3,2026-08-21,21130,10387,+10743,50.8
愛したいのは、お前だけ～天才外科医の甘い策略～【財閥御曹司シリーズ】3巻 (Berry's COMICS),3,2026-08-21,26034,10872,+15162,58.2
田部さんは食べられたい　第62話 【単話】田部さんは食べられたい (Pomme Comics),,2026-08-21,19062,11229,+7833,41.1
ディグイット(4)限定版 (講談社キャラクターズA),4,2026-08-21,10133,11859,-1726,-17
辺境の村の英雄、42歳にして初めて村を出る 1 (MFC),1,2026-08-21,32353,13828,+18525,57.3
「ネバーエンディング・フロー」番外編『あなたに触れない僕の言い分』【電子限定版】 (Charaコミックス),,2026-08-21,28130,14013,+14117,50.2
チラチラ【単話】（１０７） (ビッグコミックス),107,2026-08-21,44108,14110,+29998,68
オセロとアルキメデスの冒険　２ (MFコミックス　フラッパーシリーズ),2,2026-08-21,49569,14280,+35289,71.2
仏野くんはハジメテのくせに (ダリアコミックス),,2026-08-21,45840,14298,+31542,68.8
Berry’sFantasy引きこもり令嬢は皇妃になんてなりたくない！～強面皇帝の溺愛が駄々漏れで困ります～26巻 (Berry's COMICS),26,2026-08-21,32399,15493,+16906,52.2
SとX セラピスト霜鳥壱人の診察室(2) (モーニングKC),2,2026-08-21,17694,16223,+1471,8.3
メロすぎ朔椰（さくや）くんは私を沼にハメたがる。11 (黒ひめコミック),11,2026-08-21,24358,16681,+7677,31.5
Berry’sFantasy辺境騎士団のお料理係！～捨てられ幼女ですが、過保護な家族に拾われて美味しいごはんを作ります～11巻 (Berry's COMICS),11,2026-08-21,43093,16942,+26151,60.7
屍王の帰還 ~元勇者の俺、自分が組織した厨二秘密結社を止めるために再び異世界に召喚されてしまう~ 3 (MFC),3,2026-08-21,35436,18453,+16983,47.9
棄てられた元聖女が幸せになるまで～呪われた元天才魔術師様との同居生活は甘甘すぎて身が持ちません!!～ 3 (プティルファンタジーコミックス),3,2026-08-21,19797,19028,+769,3.9
冷徹伯爵は穢れを見るメイドを花嫁に望む ～生まれ変わるなら、あなたのそばに～ 2 (プティルファンタジーコミックス),2,2026-08-21,54913,19514,+35399,64.5
引退騎士は執着系わんこに溺愛される【合本版2/合本版限定おまけ付き】 引退騎士は執着系わんこに溺愛される【合本版】 (ヴィオラコミックス),,2026-08-21,26091,19550,+6541,25.1
奥田ライチに触れるな（２） (モーニングコミックス),2,2026-08-21,34949,20557,+14392,41.2
純潔の男装令嬢騎士は偉才の主君に奪われる【分冊版】16話 (プティルファンタジーコミックス),,2026-08-21,150800,20801,+129999,86.2
悪役令嬢になりたくないので、王子様と一緒に完璧令嬢を目指します！【単話売】(28) (FK comics),28,2026-08-21,17189,21441,-4252,-24.7
婚約者に裏切られた錬金術師は、独立して『ざまぁ』します コミック版 （分冊版） 【第52話】 (BKコミックス),,2026-08-21,67618,22112,+45506,67.3
comic Berry’s愛したいのは、お前だけ～天才外科医の甘い策略～【財閥御曹司シリーズ】15巻 (Berry's COMICS),15,2026-08-21,71913,22445,+49468,68.8
Berry’sFantasy捨てられた妃　めでたく離縁が成立したので出ていったら、竜国の王太子からの溺愛が待っていました14巻 (Berry's COMICS),14,2026-08-21,200212,22746,+177466,88.6
comic Berry’sテリトリーラブ～その外科医、難攻不落につき～12巻 (Berry's COMICS),12,2026-08-21,69581,24211,+45370,65.2
とっておきドラえもん いきいきハツラツスポーツ編 (てんとう虫コミックス),,2026-08-21,22893,26798,-3905,-17.1
無口くんとみなみちゃん 1 (MFC),1,2026-08-21,41044,27988,+13056,31.8
転生ぽっちゃり聖女は、恋よりごはんを所望致します！【単話売】(15) (FK comics),15,2026-08-21,35275,28763,+6512,18.5
悪役令嬢に転生したので、隠れハイスペ王子と破滅の運命を回避します！【単話版】第25話 (コミックブリーゼ),,2026-08-21,23268,30706,-7438,-32
ラチェリアの恋 【分冊版】23話 (プティルファンタジーコミックス),,2026-08-21,74266,30940,+43326,58.3
剣と魔法と勇気と科学の異世界ダム建設誌(11) (コミックゲンま！),11,2026-08-21,84381,31173,+53208,63.1
男をやめてみた～癌になったので女装して恋をすることにしました～77 (エンペラーズコミックス),77,2026-08-21,81184,31344,+49840,61.4
俺だけ悪夢を従える ~終焉世界で最凶召喚士ライフ~ 01 (MFC),1,2026-08-21,58660,32265,+26395,45
離婚前夜～今宵、あなたを忘れます～1巻 (Berry's COMICS),1,2026-08-21,47302,33785,+13517,28.6
美人な妹と、私　【分冊版】17話 (プティルファンタジーコミックス),,2026-08-21,49144,34133,+15011,30.5
崖っぷち令嬢は騎士様の求愛に気づかない【単話売】(8) (FK comics),8,2026-08-21,79876,35638,+44238,55.4
オペラ座のシンデレラ～王子様は極上御曹司～2巻 (Berry's COMICS),2,2026-08-21,43206,37087,+6119,14.2
夢なし先生の進路指導【単話】（８６） (ビッグコミックス),86,2026-08-21,115651,39471,+76180,65.9
Berry’sFantasyねこねこ幼女の愛情ごはん～異世界でもふもふ達に料理を作ります！～20巻 (Berry's COMICS),20,2026-08-21,67356,39473,+27883,41.4
comic Berry’s紡ぐはひとひらの光9巻 (Berry's COMICS),9,2026-08-21,59745,43950,+15795,26.4
全年齢向け乙女ゲームの世界に転生した悪役令嬢は図らずも溺愛エロルートを解放する【第11話】 【単話】全年齢向け乙女ゲームの世界に転生した悪役令嬢は図らずも溺愛エロルートを解放する (Pomme Comics),,2026-08-21,101621,44980,+56641,55.7
Berry’sFantasy双子王子の継母になりまして～嫌われ悪女ですが、そんなことより義息子たちが可愛すぎて困ります～15巻 (Berry's COMICS),15,2026-08-21,63007,45456,+17551,27.9
Berry’sFantasy冷酷な公爵様は名無しのお飾り妻がお気に入り～悪女な姉の身代わりで結婚したはずが、気がつくと溺愛されていました～10巻 (Berry's COMICS),10,2026-08-21,139074,49155,+89919,64.7
comic Berry’s君となら、その恋が消えても11巻 (Berry's COMICS),11,2026-08-21,89010,52201,+36809,41.4
comic Berry’sマリッジ・フライト～天才パイロットと交際0日結婚事情～13巻 (Berry's COMICS),13,2026-08-21,90767,52463,+38304,42.2
Berry’sFantasy悪女のレッテルを貼られた追放令嬢ですが、最恐陛下の溺愛に捕まりました17巻 (Berry's COMICS),17,2026-08-21,72357,82699,-10342,-14.3
Berry’sFantasyちょっと留守にしていたら家が没落していました 転生令嬢は前世知識と聖魔法で大事な家族を救います14巻 (Berry's COMICS),14,2026-08-21,146117,84974,+61143,41.8
カムバックサウスポー -ヒーローは父でした-(4) (コミックゲンま！),4,2026-08-21,78998,90624,-11626,-14.7
最速進化のスライム無双 ～チートスキル＜スライム＞により100倍速でレベルアップして世界最強に～ コミック版（分冊版） 【第12話】 (BKコミックス),,2026-08-21,206649,92492,+114157,55.2
