タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。 3 (comipo comics),3,2026-07-31,3475,4162,-687,-19.8
バツイチがモテるなんて聞いてません【コミックス版】 ： 12 (COMIC ROOM),12,2026-07-31,7880,4551,+3329,42.2
転生厨師の彩食記　異世界おそうざい食堂へようこそ！ 2 (B's-LOG COMICS),2,2026-07-31,8144,5229,+2915,35.8
ひねくれ公爵は呪われ乙女に口説かれる １ (Ride Comics),1,2026-07-31,9273,6039,+3234,34.9
カラちゃんとシトーさんと、3 (BeSTAR comics),,2026-07-31,7884,6510,+1374,17.4
君はいつしか毒になる　2巻 (ZERO-SUMコミックス),2,2026-07-31,12835,8223,+4612,35.9
デリヘル、呼んでみた。#43処女膜貫通の瞬間 (フォーチュンコミックアダルト),,2026-07-31,7769,8586,-817,-10.5
左ききのエレン HYPE (2) (No.9 Comics),2,2026-07-31,12338,9988,+2350,19
コミックヘヴン 2026年 9/10号 [雑誌] (コミックヘヴン（本誌）),,2026-07-31,57105,11041,+46064,80.7
３か月なら、大丈夫だと思ってた。～留学した僕の留守中に、一途な彼女が汚されるまで～合冊版 3 (コミックダイス),3,2026-07-31,21398,12776,+8622,40.3
奥様に捨てられた伯爵様～虐げられてきた奥様は、思い切りよく第二の人生に向かいます！～（2） (comic LAKE),2,2026-07-31,16286,12827,+3459,21.2
侯爵令嬢アグリ・カルティアは授かったチートスキルでこっそり農業を謳歌する THE COMIC １ (Ride Comics),1,2026-07-31,45140,13891,+31249,69.2
クソゲー悪役令嬢～滅亡エンドしかない世界に転生したけど、しぶとく生き残ってやりますわ！～ ２ (Ride Comics),2,2026-07-31,18746,14015,+4731,25.2
人気配信者たちのマネージャーになったら、全員元カノだった THE COMIC １ (Ride Comics),1,2026-07-31,22712,14137,+8575,37.8
甘く濡れる嘘～結婚という名の復讐～ ： 35 (ジュールコミックス),35,2026-07-31,15960,14838,+1122,7
チラチラ【単話】（１０５） (ビッグコミックス),105,2026-07-31,48501,15309,+33192,68.4
マンガでわかる! 小学生から知っておきたいAIとの上手なつきあい方 (こどもと生活シリーズ),1,2026-07-31,11631,16908,-5277,-45.4
赤ずきんちゃんとオオカミさん (comic POOL),,2026-07-31,16878,20564,-3686,-21.8
【分冊版】拝啓、天国の姉さん、勇者になった姪がエロすぎてーー 叔父さん、保護者とかそろそろ無理です＋(ぷらす) 30 (MeDu COMICS),30,2026-07-31,36209,21208,+15001,41.4
黒豹殿下、フェロモンがダダ漏れです！　淫紋持ち神子ですが、毎晩迫ってこられても困ります（2） (ベビードールCOMICS),2,2026-07-31,52964,21291,+31673,59.8
旦那様、離縁はOKですがスローライフは継続希望です！身代わり王女は毒使いの力で人生を謳歌する（1） (comic LAKE),1,2026-07-31,23706,21297,+2409,10.2
追放されたドラゴン好き令嬢は、北方辺境伯の愛に気づかない 01 (B's-LOG COMICS),1,2026-07-31,67253,22316,+44937,66.8
甘噛みと白昼夢 特典小冊子 (＆.Emo comics),,2026-07-31,59342,24535,+34807,58.7
幼馴染みで悪魔な騎士は、私のことが大嫌い ~New Round~ 1 (B's-LOG COMICS),1,2026-07-31,141799,25198,+116601,82.2
晴明様のおっしゃることには　平安陰陽診療録　1巻 (ZERO-SUMコミックス),1,2026-07-31,31561,25228,+6333,20.1
【分冊版】近すぎほたるで身を焦がす 11 (MeDu COMICS),11,2026-07-31,116189,28435,+87754,75.5
スマホで異世界の神になる方法～失業したら冷酷領主に愛されました～ 分冊版 ： 12 (ジュールコミックス),12,2026-07-31,75674,30417,+45257,59.8
鳴かぬ蛍は青に焦がれる 特典小冊子 (＆.Emo comics),,2026-07-31,93907,31713,+62194,66.2
お嬢様系底辺ダンジョン配信者、迷惑系をボコったらバズって伝説になってますわ！？【単話】（２４） (サンデーうぇぶりコミックス),24,2026-07-31,55641,32788,+22853,41.1
熟成された彼の愛は甘くて重い(1) (ベビードールCOMICS),1,2026-07-31,31091,34032,-2941,-9.5
闇の炎に抱かれて死んだと思ったら、娘ができていました～勇者に幼馴染を取られたけど俺は幸せです～2 (ムゲンコミックス),,2026-07-31,61679,34107,+27572,44.7
ひとかけらの恋 (ハーレクインコミックス),,2026-07-31,33889,36570,-2681,-7.9
週刊漫画ＴＩＭＥＳ　２０２６年８／１４号 [雑誌] (週刊漫画TIMES),,2026-07-31,93171,38586,+54585,58.6
契約婚～目が覚めたら結婚してました～ ： 33 (ジュールコミックス),33,2026-07-31,61675,40587,+21088,34.2
愛を盗んだ紳士 (ハーレクインコミックス),,2026-07-31,46753,45101,+1652,3.5
スルタンと月の沙漠で (ハーレクインコミックス),,2026-07-31,47167,45397,+1770,3.8
別居婚～大富豪との早すぎた結論～ (ハーレクインコミックス),,2026-07-31,47173,45405,+1768,3.7
大公の傲慢すぎる求婚 (ハーレクインコミックス),,2026-07-31,49069,46421,+2648,5.4
未熟な花嫁 (ハーレクインコミックス),,2026-07-31,49206,46543,+2663,5.4
闇アプリ ： 1 (アクションコミックス),1,2026-07-31,50337,46710,+3627,7.2
思い上がりも程々に。地味令嬢アメリアの幸せな婚約（2） (comic LAKE),2,2026-07-31,118683,51093,+67590,57
Last Heaven 特典小冊子 (＆.Emo comics),,2026-07-31,157308,54603,+102705,65.3
透明男と人間女～そのうち夫婦になるふたり～ 分冊版 ： 49 (アクションコミックス),49,2026-07-31,127272,75552,+51720,40.6
十歳の最強魔導師　第１６話　後編 (ヒーローコミックス),,2026-07-31,201107,83758,+117349,58.4
性処理義務化世界 第10話【修正版】 性処理義務化世界【修正版】 (GEEコミックス),,2026-07-31,91234,106039,-14805,-16.2
夢なし先生の進路指導【単話】（８４） (ビッグコミックス),84,2026-07-31,136994,140139,-3145,-2.3
堕ちた聖職者は花を手折る　単話版10 (Sonyaコミックス),,2026-07-31,165935,171658,-5723,-3.4
復讐装置いかがですか？　３２ (芳文社コミックス),32,2026-07-31,178009,177800,+209,0.1
