タイトル,巻数,発売日,6時順位,18時順位,順位変化,ランク上昇率(%)
ブルーバードリーダー 下【電子限定描き下ろし付き】 ブルーバードリーダー【電子限定描き下ろし付き】 (ドットブルームコミックスDIGITAL),3,2026-08-25,10519,7593,+2926,27.8
転生荷運び人の異世界攻略法(話売り)　#31 (ヤングチャンピオン・コミックス),31,2026-08-25,13070,7757,+5313,40.7
転生凡人の英雄作成教室 1 (角川コミックス・エース),1,2026-08-25,26634,8271,+18363,68.9
ヤンデレご主人様の甘い支配に今宵も私は抗えない。コミックアンソロジー(2) (comic LAKE),2,2026-08-25,15028,8983,+6045,40.2
帝国機神ヴォルカミオン【分冊版】１０ (ノヴァコミックス),10,2026-08-25,20097,9945,+10152,50.5
女装男と男装女 (角川コミックス・エース),,2026-08-25,10741,10643,+98,0.9
恋とシンクロニシティ 2 (マーガレットコミックス),2,2026-08-25,20088,11397,+8691,43.3
異世界ハーレムループ～繰り返される1日から脱出する為に抱きまくります～(12) (GG-COMICS),12,2026-08-25,16558,11736,+4822,29.1
白い結婚から三年。旦那様、私と離縁してください(話売り)　#24 (ヤングチャンピオン・コミックス),24,2026-08-25,25919,11738,+14181,54.7
ダストランド(話売り)　#15 (ヤングチャンピオン・コミックス),15,2026-08-25,54139,13366,+40773,75.3
【単話】復讐の同窓会　第43話 (GG-COMICS),,2026-08-25,34240,13911,+20329,59.4
曖昧ブルー・ビースト 3 (りぼんマスコットコミックス),3,2026-08-25,20018,15882,+4136,20.7
不遇職『テイマー』なせいでパーティーを追放されたので、辺境でスローライフを送ります～役立たずと追放された男、辺境開拓の手腕は一流につき……！～１,1,2026-08-25,23262,16093,+7169,30.8
パラダイスシフト２ (ノヴァコミックス),2,2026-08-25,43778,18685,+25093,57.3
熱帯デラシネ宝飾店（7） (ウィングス・コミックス),7,2026-08-25,29022,20238,+8784,30.3
売れ残りの奴隷エルフを拾ったので、娘にすることにした(話売り)　#29 (ヤングチャンピオン・コミックス),29,2026-08-25,25142,24977,+165,0.7
おしえて執事くん　プチデザ（１３） (デザートコミックス),13,2026-08-25,31100,26129,+4971,16
オルクセン王国史～野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか～【分冊版】（ノヴァコミックス）２１,21,2026-08-25,32548,26974,+5574,17.1
異世界の執着攻めが俺をとろとろに愛し尽くす アンソロジー (comic LAKE),,2026-08-25,65571,27000,+38571,58.8
５６００歳の不老不死インフルエンサーいわく。(話売り)　#50～#53 (ヤングチャンピオン・コミックス),53,2026-08-25,48510,29905,+18605,38.4
わたしのお嫁くん　プチキス（４７） (Ｋｉｓｓコミックス),47,2026-08-25,39839,30415,+9424,23.7
てっぺんまで愛してあげる (drap COMICS DX),,2026-08-25,94651,33555,+61096,64.5
天幕のジャードゥーガル(話売り)　#43 (ボニータ・コミックス),43,2026-08-25,50993,40883,+10110,19.8
はじめまして #初恋配信中 3巻 (デジタル版ヤングガンガンコミックス),3,2026-08-25,98240,45865,+52375,53.3
山口くんはワルくない　ベツフレプチ（５４） (別冊フレンドコミックス),54,2026-08-25,171076,51679,+119397,69.8
今日から使える異世界恋愛マニュアル(23) (GG-COMICS),23,2026-08-25,79710,51703,+28007,35.1
メイドのベル　後編 (バンチコミックス),,2026-08-25,70995,60261,+10734,15.1
頼くんとヨリを戻すわけには！　プチデザ（１５） (デザートコミックス),15,2026-08-25,160058,87778,+72280,45.2
ちょいクズ社畜の異世界ハーレム建国記(29) (GG-COMICS),29,2026-08-25,97016,104413,-7397,-7.6
悪役令嬢の兄に転生しました(話売り)　#45 (ヤングチャンピオン・コミックス),45,2026-08-25,239694,241619,-1925,-0.8
